Date,Opponent,Game,Result,ATS,Spread,OU,Total,Team,Season,HomeTeam,AwayTeam,HomeSpread,AwaySpread,HomeScore,AwayScore
23-Nov-23,vs San Francisco,REG,L,L,7,O,43,Seattle,2023,Seattle,San Francisco,7,-7,13,31
18-Dec-23,vs Philadelphia,REG,W,W,5,U,46,Seattle,2023,Seattle,Philadelphia,5,-5,20,17
31-Dec-23,vs Pittsburgh,REG,L,L,-4.5,O,40.5,Seattle,2023,Seattle,Pittsburgh,-4.5,4.5,23,30
20-Sep-20,vs Carolina,REG,W,W,-7.5,O,47,Tampa Bay,2020,Tampa Bay,Carolina,-7.5,7.5,31,17
4-Oct-20,vs LA Chargers,REG,W,L,-7.5,O,42.5,Tampa Bay,2020,Tampa Bay,LA Chargers,-7.5,7.5,38,31
18-Oct-20,vs Green Bay,REG,W,W,2.5,U,55,Tampa Bay,2020,Tampa Bay,Green Bay,2.5,-2.5,38,10
8-Nov-20,vs New Orleans,REG,L,L,-3,U,51,Tampa Bay,2020,Tampa Bay,New Orleans,-3,3,3,38
23-Nov-20,vs LA Rams,REG,L,L,-4,O,47.5,Tampa Bay,2020,Tampa Bay,LA Rams,-4,4,24,27
29-Nov-20,vs Kansas City,REG,L,W,3.5,U,56,Tampa Bay,2020,Tampa Bay,Kansas City,3.5,-3.5,24,27
13-Dec-20,vs Minnesota,REG,W,W,-7,U,52.5,Tampa Bay,2020,Tampa Bay,Minnesota,-7,7,26,14
3-Jan-21,vs Atlanta,REG,W,W,-7,O,51,Tampa Bay,2020,Tampa Bay,Atlanta,-7,7,44,27
7-Feb-21,vs Kansas City,PST,W,W,3,U,55.5,Tampa Bay,2020,Tampa Bay,Kansas City,3,-3,31,9
14-Aug-21,vs Cincinnati,PRE,L,L,-6,U,34,Tampa Bay,2021,Tampa Bay,Cincinnati,-6,6,14,19
21-Aug-21,vs Tennessee,PRE,L,L,0,O,34.5,Tampa Bay,2021,Tampa Bay,Tennessee,0,0,3,34
9-Sep-21,vs Dallas,REG,W,L,-9,O,52.5,Tampa Bay,2021,Tampa Bay,Dallas,-9,9,31,29
19-Sep-21,vs Atlanta,REG,W,W,-13,O,52,Tampa Bay,2021,Tampa Bay,Atlanta,-13,13,48,25
10-Oct-21,vs Miami,REG,W,W,-11,O,48,Tampa Bay,2021,Tampa Bay,Miami,-11,11,45,17
24-Oct-21,vs Chicago,REG,W,W,-12,U,47,Tampa Bay,2021,Tampa Bay,Chicago,-12,12,38,3
22-Nov-21,vs NY Giants,REG,W,W,-10.5,U,50,Tampa Bay,2021,Tampa Bay,NY Giants,-10.5,10.5,30,10
12-Dec-21,vs Buffalo,REG,W,W,-3.5,O,53,Tampa Bay,2021,Tampa Bay,Buffalo,-3.5,3.5,33,27
19-Dec-21,vs New Orleans,REG,L,L,-11.5,U,45.5,Tampa Bay,2021,Tampa Bay,New Orleans,-11.5,11.5,0,9
9-Jan-22,vs Carolina,REG,W,W,-10.5,O,43,Tampa Bay,2021,Tampa Bay,Carolina,-10.5,10.5,41,17
16-Jan-22,vs Philadelphia,PST,W,W,-7,U,47.5,Tampa Bay,2021,Tampa Bay,Philadelphia,-7,7,31,15
23-Jan-22,vs LA Rams,PST,L,L,-2.5,O,48,Tampa Bay,2021,Tampa Bay,LA Rams,-2.5,2.5,27,30
13-Aug-22,vs Miami,PRE,L,L,0,O,33,Tampa Bay,2022,Tampa Bay,Miami,0,0,24,26
25-Sep-22,vs Green Bay,REG,L,L,-1.5,U,42,Tampa Bay,2022,Tampa Bay,Green Bay,-1.5,1.5,12,14
2-Oct-22,vs Kansas City,REG,L,L,-2,O,47.5,Tampa Bay,2022,Tampa Bay,Kansas City,-2,2,31,41
9-Oct-22,vs Atlanta,REG,W,L,-10,U,46,Tampa Bay,2022,Tampa Bay,Atlanta,-10,10,21,15
27-Oct-22,vs Baltimore,REG,L,L,-2,O,46.5,Tampa Bay,2022,Tampa Bay,Baltimore,-2,2,22,27
6-Nov-22,vs LA Rams,REG,W,P,-3,U,42.5,Tampa Bay,2022,Tampa Bay,LA Rams,-3,3,16,13
13-Nov-22,vs Seattle,REG,W,W,-2.5,U,45,Tampa Bay,2022,Tampa Bay,Seattle,-2.5,2.5,21,16
5-Dec-22,vs New Orleans,REG,W,L,-3.5,U,40.5,Tampa Bay,2022,Tampa Bay,New Orleans,-3.5,3.5,17,16
18-Dec-22,vs Cincinnati,REG,L,L,3.5,O,47.5,Tampa Bay,2022,Tampa Bay,Cincinnati,3.5,-3.5,23,34
1-Jan-23,vs Carolina,REG,W,W,-3.5,O,40.5,Tampa Bay,2022,Tampa Bay,Carolina,-3.5,3.5,30,24
16-Jan-23,vs Dallas,PST,L,L,2.5,U,45.5,Tampa Bay,2022,Tampa Bay,Dallas,2.5,-2.5,14,31
11-Aug-23,vs Pittsburgh,PRE,L,L,3,O,40,Tampa Bay,2023,Tampa Bay,Pittsburgh,3,-3,17,27
26-Aug-23,vs Baltimore,PRE,W,W,-1,O,35,Tampa Bay,2023,Tampa Bay,Baltimore,-1,1,26,20
17-Sep-23,vs Chicago,REG,W,W,-2.5,O,41,Tampa Bay,2023,Tampa Bay,Chicago,-2.5,2.5,27,17
25-Sep-23,vs Philadelphia,REG,L,L,5.5,U,44,Tampa Bay,2023,Tampa Bay,Philadelphia,5.5,-5.5,11,25
15-Oct-23,vs Detroit,REG,L,L,3,U,43.5,Tampa Bay,2023,Tampa Bay,Detroit,3,-3,6,20
22-Oct-23,vs Atlanta,REG,L,L,-3,U,37.5,Tampa Bay,2023,Tampa Bay,Atlanta,-3,3,13,16
12-Nov-23,vs Tennessee,REG,W,W,-2.5,U,39,Tampa Bay,2023,Tampa Bay,Tennessee,-2.5,2.5,20,6
3-Dec-23,vs Carolina,REG,W,L,-3.5,O,37,Tampa Bay,2023,Tampa Bay,Carolina,-3.5,3.5,21,18
24-Dec-23,vs Jacksonville,REG,W,W,2,U,43,Tampa Bay,2023,Tampa Bay,Jacksonville,2,-2,30,12
31-Dec-23,vs New Orleans,REG,L,L,-2.5,U,42.5,Tampa Bay,2023,Tampa Bay,New Orleans,-2.5,2.5,13,23
15-Jan-24,vs Philadelphia,PST,W,W,3,U,43,Tampa Bay,2023,Tampa Bay,Philadelphia,3,-3,32,9
20-Sep-20,vs Jacksonville,REG,W,L,-7,O,44.5,Tennessee,2020,Tennessee,Jacksonville,-7,7,33,30
13-Oct-20,vs Buffalo,REG,W,W,3,O,52,Tennessee,2020,Tennessee,Buffalo,3,-3,42,16
18-Oct-20,vs Houston,REG,W,W,-3.5,O,52,Tennessee,2020,Tennessee,Houston,-3.5,3.5,42,36
25-Oct-20,vs Pittsburgh,REG,L,L,-1,P,51,Tennessee,2020,Tennessee,Pittsburgh,-1,1,24,27
8-Nov-20,vs Chicago,REG,W,W,-6,U,46.5,Tennessee,2020,Tennessee,Chicago,-6,6,24,17
12-Nov-20,vs Indianapolis,REG,L,L,1,O,49,Tennessee,2020,Tennessee,Indianapolis,1,-1,17,34
6-Dec-20,vs Cleveland,REG,L,L,-4,O,54,Tennessee,2020,Tennessee,Cleveland,-4,4,35,41
20-Dec-20,vs Detroit,REG,W,W,-8.5,O,54,Tennessee,2020,Tennessee,Detroit,-8.5,8.5,46,25
10-Jan-21,vs Baltimore,PST,L,L,3.5,U,53.5,Tennessee,2020,Tennessee,Baltimore,3.5,-3.5,13,20
28-Aug-21,vs Chicago,PRE,L,P,3,O,36.5,Tennessee,2021,Tennessee,Chicago,3,-3,24,27
12-Sep-21,vs Arizona,REG,L,L,-2.5,U,54,Tennessee,2021,Tennessee,Arizona,-2.5,2.5,13,38
26-Sep-21,vs Indianapolis,REG,W,W,-4.5,U,47,Tennessee,2021,Tennessee,Indianapolis,-4.5,4.5,25,16
18-Oct-21,vs Buffalo,REG,W,W,6,O,53.5,Tennessee,2021,Tennessee,Buffalo,6,-6,34,31
24-Oct-21,vs Kansas City,REG,W,W,4,U,59,Tennessee,2021,Tennessee,Kansas City,4,-4,27,3
14-Nov-21,vs New Orleans,REG,W,L,-3,O,42.5,Tennessee,2021,Tennessee,New Orleans,-3,3,23,21
21-Nov-21,vs Houston,REG,L,L,-10,U,45.5,Tennessee,2021,Tennessee,Houston,-10,10,13,22
12-Dec-21,vs Jacksonville,REG,W,W,-8.5,U,44.5,Tennessee,2021,Tennessee,Jacksonville,-8.5,8.5,20,0
23-Dec-21,vs San Francisco,REG,W,W,3.5,U,45.5,Tennessee,2021,Tennessee,San Francisco,3.5,-3.5,20,17
2-Jan-22,vs Miami,REG,W,W,-3,U,41,Tennessee,2021,Tennessee,Miami,-3,3,34,3
22-Jan-22,vs Cincinnati,PST,L,L,-4,U,48.5,Tennessee,2021,Tennessee,Cincinnati,-4,4,16,19
20-Aug-22,vs Tampa Bay,PRE,W,W,-3,U,38,Tennessee,2022,Tennessee,Tampa Bay,-3,3,13,3
27-Aug-22,vs Arizona,PRE,W,P,-3,O,35,Tennessee,2022,Tennessee,Arizona,-3,3,26,23
11-Sep-22,vs NY Giants,REG,L,L,-5.5,U,44,Tennessee,2022,Tennessee,NY Giants,-5.5,5.5,20,21
25-Sep-22,vs Las Vegas,REG,W,W,2,O,45.5,Tennessee,2022,Tennessee,Las Vegas,2,-2,24,22
23-Oct-22,vs Indianapolis,REG,W,W,-2.5,U,43,Tennessee,2022,Tennessee,Indianapolis,-2.5,2.5,19,10
13-Nov-22,vs Denver,REG,W,W,-2.5,U,39.5,Tennessee,2022,Tennessee,Denver,-2.5,2.5,17,10
27-Nov-22,vs Cincinnati,REG,L,L,0,U,42.5,Tennessee,2022,Tennessee,Cincinnati,0,0,16,20
11-Dec-22,vs Jacksonville,REG,L,L,-3,O,41.5,Tennessee,2022,Tennessee,Jacksonville,-3,3,22,36
24-Dec-22,vs Houston,REG,L,L,-3,U,34,Tennessee,2022,Tennessee,Houston,-3,3,14,19
29-Dec-22,vs Dallas,REG,L,L,13.5,U,40.5,Tennessee,2022,Tennessee,Dallas,13.5,-13.5,13,27
25-Aug-23,vs New England,PRE,W,W,-2,U,38,Tennessee,2023,Tennessee,New England,-2,2,23,7
17-Sep-23,vs LA Chargers,REG,W,W,2.5,O,45.5,Tennessee,2023,Tennessee,LA Chargers,2.5,-2.5,27,24
1-Oct-23,vs Cincinnati,REG,W,W,2.5,U,41.5,Tennessee,2023,Tennessee,Cincinnati,2.5,-2.5,27,3
15-Oct-23,vs Baltimore,REG,L,L,5.5,U,42.5,Tennessee,2023,Tennessee,Baltimore,5.5,-5.5,16,24
29-Oct-23,vs Atlanta,REG,W,W,2.5,O,35.5,Tennessee,2023,Tennessee,Atlanta,2.5,-2.5,28,23
26-Nov-23,vs Carolina,REG,W,W,-3.5,U,36,Tennessee,2023,Tennessee,Carolina,-3.5,3.5,17,10
3-Dec-23,vs Indianapolis,REG,L,L,1,O,42,Tennessee,2023,Tennessee,Indianapolis,1,-1,28,31
17-Dec-23,vs Houston,REG,L,L,-3,U,38,Tennessee,2023,Tennessee,Houston,-3,3,16,19
24-Dec-23,vs Seattle,REG,L,P,3,U,42.5,Tennessee,2023,Tennessee,Seattle,3,-3,17,20
7-Jan-24,vs Jacksonville,REG,W,W,3.5,O,41.5,Tennessee,2023,Tennessee,Jacksonville,3.5,-3.5,28,20
13-Sep-20,vs Philadelphia,REG,W,W,5.5,O,41.5,Washington,2020,Washington,Philadelphia,5.5,-5.5,27,17
4-Oct-20,vs Baltimore,REG,L,P,14,O,45,Washington,2020,Washington,Baltimore,14,-14,17,31
11-Oct-20,vs LA Rams,REG,L,L,7,U,44.5,Washington,2020,Washington,LA Rams,7,-7,10,30
25-Oct-20,vs Dallas,REG,W,W,1,U,44.5,Washington,2020,Washington,Dallas,1,-1,25,3
8-Nov-20,vs NY Giants,REG,L,L,-3,P,43,Washington,2020,Washington,NY Giants,-3,3,20,23
22-Nov-20,vs Cincinnati,REG,W,W,-1.5,U,48,Washington,2020,Washington,Cincinnati,-1.5,1.5,20,9
20-Dec-20,vs Seattle,REG,L,W,6,U,44,Washington,2020,Washington,Seattle,6,-6,15,20
27-Dec-20,vs Carolina,REG,L,L,1,U,42,Washington,2020,Washington,Carolina,1,-1,13,20
9-Jan-21,vs Tampa Bay,PST,L,W,10,O,45,Washington,2020,Washington,Tampa Bay,10,-10,23,31
20-Aug-21,vs Cincinnati,PRE,W,L,-5.5,U,35,Washington,2021,Washington,Cincinnati,-5.5,5.5,17,13
28-Aug-21,vs Baltimore,PRE,L,L,4,O,33,Washington,2021,Washington,Baltimore,4,-4,3,37
12-Sep-21,vs LA Chargers,REG,L,L,-2,U,45.5,Washington,2021,Washington,LA Chargers,-2,2,16,20
16-Sep-21,vs NY Giants,REG,W,L,-4,O,41.5,Washington,2021,Washington,NY Giants,-4,4,30,29
10-Oct-21,vs New Orleans,REG,L,L,2.5,O,43.5,Washington,2021,Washington,New Orleans,2.5,-2.5,22,33
17-Oct-21,vs Kansas City,REG,L,L,6.5,U,54,Washington,2021,Washington,Kansas City,6.5,-6.5,13,31
14-Nov-21,vs Tampa Bay,REG,W,W,10,U,50.5,Washington,2021,Washington,Tampa Bay,10,-10,29,19
29-Nov-21,vs Seattle,REG,W,W,1.5,U,46.5,Washington,2021,Washington,Seattle,1.5,-1.5,17,15
12-Dec-21,vs Dallas,REG,L,L,6.5,U,48,Washington,2021,Washington,Dallas,6.5,-6.5,20,27
2-Jan-22,vs Philadelphia,REG,L,W,6,U,44.5,Washington,2021,Washington,Philadelphia,6,-6,16,20
13-Aug-22,vs Carolina,PRE,L,L,-3,O,36,Washington,2022,Washington,Carolina,-3,3,21,23
11-Sep-22,vs Jacksonville,REG,W,W,-3,O,43,Washington,2022,Washington,Jacksonville,-3,3,28,22
25-Sep-22,vs Philadelphia,REG,L,L,5.5,U,47.5,Washington,2022,Washington,Philadelphia,5.5,-5.5,8,24
9-Oct-22,vs Tennessee,REG,L,L,0,U,43,Washington,2022,Washington,Tennessee,0,0,17,21
23-Oct-22,vs Green Bay,REG,W,W,4,O,41.5,Washington,2022,Washington,Green Bay,4,-4,23,21
6-Nov-22,vs Minnesota,REG,L,P,3,U,43.5,Washington,2022,Washington,Minnesota,3,-3,17,20
27-Nov-22,vs Atlanta,REG,W,W,-3.5,U,40.5,Washington,2022,Washington,Atlanta,-3.5,3.5,19,13
18-Dec-22,vs NY Giants,REG,L,L,-4,U,40.5,Washington,2022,Washington,NY Giants,-4,4,12,20
1-Jan-23,vs Cleveland,REG,L,L,-1,U,41,Washington,2022,Washington,Cleveland,-1,1,10,24
8-Jan-23,vs Dallas,REG,W,W,7.5,U,41,Washington,2022,Washington,Dallas,7.5,-7.5,26,6
21-Aug-23,vs Baltimore,PRE,W,W,1.5,O,37,Washington,2023,Washington,Baltimore,1.5,-1.5,29,28
26-Aug-23,vs Cincinnati,PRE,W,L,-3,O,34.5,Washington,2023,Washington,Cincinnati,-3,3,21,19
10-Sep-23,vs Arizona,REG,W,L,-7,U,38,Washington,2023,Washington,Arizona,-7,7,20,16
24-Sep-23,vs Buffalo,REG,L,L,5,U,44,Washington,2023,Washington,Buffalo,5,-5,3,37
5-Oct-23,vs Chicago,REG,L,L,-6,O,45,Washington,2023,Washington,Chicago,-6,6,20,40
29-Oct-23,vs Philadelphia,REG,L,P,7,O,42.5,Washington,2023,Washington,Philadelphia,7,-7,31,38
19-Nov-23,vs NY Giants,REG,L,L,-7.5,O,39,Washington,2023,Washington,NY Giants,-7.5,7.5,19,31
3-Dec-23,vs Miami,REG,L,L,8.5,O,49.5,Washington,2023,Washington,Miami,8.5,-8.5,15,45
31-Dec-23,vs San Francisco,REG,L,L,14,U,48.5,Washington,2023,Washington,San Francisco,14,-14,10,27
7-Jan-24,vs Dallas,REG,L,L,13,O,47.5,Washington,2023,Washington,Dallas,13,-13,10,38
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
