Team,Season,League,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,ln1divwmin1
South Carolina State,2016,Mid-Eastern Athletic Conference,3,34,40,26,57.5,0.45,5.9,17.3,0.34,15.1,21.1,0.72,11.8,19.3,9.6,22.9,32.5,12.7,4.6,2.8,73.1,1,0.54,0.5,151.2,29.1,69.7,49.4,48.8,14.8,6.6,7.8,1.3,47.5,105.2,105.2,0,2361.3,69.4,12,4,0,0,0,0,0,0,113,0,0,1.49,1.1,0.4,0.26,19,15,0.56,-0.24
Bethune-Cookman,2017,Mid-Eastern Athletic Conference,5,32,41.1,26.2,63.2,0.42,7.1,22.2,0.32,11.5,17.3,0.66,12.9,20.1,12.3,22.6,34.8,14,7.7,3,71.1,7,0.5,0.47,139.8,31.3,65.5,47.3,53.3,15.3,10.5,7.9,1.1,46.8,98.3,107.6,-9.3,2314.2,70.4,6,10,0,0,0,0,2,0,91,-6.7,0,1.53,1.1,0.6,0.18,10,22,0.31,0.79
Coppin State,2017,Mid-Eastern Athletic Conference,11,32,40.3,22,57.7,0.38,7,22.1,0.32,15.1,23.3,0.65,13.7,20.8,10.6,22.4,33,10.5,5.7,2.2,66.2,12,0.48,0.44,134.9,27.4,66.9,45.8,47.5,16.6,8,6.4,1.1,35.7,92.4,109.9,-17.5,2294.3,71.2,11,4,0,0,0,0,0,0,89,-12.6,0,1.48,0.8,0.4,0.26,8,24,0.25,1.09
Delaware State,2017,Mid-Eastern Athletic Conference,9,32,40.5,24.4,58.3,0.42,8.2,22.7,0.36,11.2,17,0.66,13.6,19,10.2,21.3,31.5,13.4,5.5,2.8,68.3,8,0.52,0.49,144,28.6,64.9,46,54.9,17,7.9,8.5,1.2,42.6,97.7,107.3,-9.5,2236.6,69.1,12,3,0,0,0,0,1,1,103,-6.7,0,1.55,1,0.4,0.19,10,22,0.31,0.79
Florida A&M,2017,Mid-Eastern Athletic Conference,3,30,40.7,25.4,60,0.42,6.2,17.9,0.35,14.7,22.4,0.66,13.7,18.9,9.6,24,33.6,12.6,6.6,3.3,71.8,9,0.51,0.48,142.9,25.3,67.4,45.7,49.7,16.2,8.9,9.1,1.2,44.6,96.7,106.3,-9.5,2225.5,73,10,4,0,0,0,0,3,0,100,-7.1,0,1.5,0.9,0.5,0.25,7,23,0.23,1.19
Hampton,2017,Mid-Eastern Athletic Conference,8,31,40.3,24.2,59.5,0.41,6.3,20,0.32,14.5,20.4,0.71,14,20.4,11.3,24.4,35.6,11.7,4.9,3.6,69.3,3,0.5,0.46,143.6,31.2,72.2,51,48.5,16.9,6.8,10.1,1.2,42.3,96.1,99.2,-3.1,2235.9,71.6,9,5,0,0,0,0,0,2,94,-2.3,0,1.49,0.8,0.3,0.25,14,17,0.45,0.19
Howard,2017,Mid-Eastern Athletic Conference,13,34,40,21.3,54.6,0.39,5.1,17.4,0.29,16.1,24.5,0.66,14.7,18.7,11.8,24,35.8,9,5.3,3.7,63.7,10,0.48,0.44,133.7,32.4,67.6,49.8,42.5,18.1,7.6,10.1,1.2,37.3,92.2,103.7,-11.5,2347.2,69,5,11,0,0,0,0,1,1,84,-7.9,0,1.43,0.6,0.4,0.3,10,24,0.29,0.87
Maryland-Eastern Shore,2017,Mid-Eastern Athletic Conference,4,34,40.6,25.1,59.2,0.42,7.7,22.5,0.34,13.4,19.6,0.68,12.9,19.6,9.6,22.6,32.2,13.2,5.6,2.6,71.3,5,0.52,0.49,145.1,26.9,66.9,46.3,52.8,15.8,7.9,7.4,1.2,44.4,99.9,106.6,-6.8,2428,70.4,8,8,0,0,0,0,2,1,106,-4.8,0,1.53,1,0.4,0.23,14,20,0.41,0.35
Morgan State,2017,Mid-Eastern Athletic Conference,10,30,40.3,23,59.8,0.39,5.3,18,0.29,16.1,22.7,0.71,14,20.1,13.7,24.5,38.1,10.7,5.7,3.4,67.5,4,0.48,0.43,139,34.9,69.2,51.2,46.6,16.6,7.9,8.9,1.1,41.6,94.7,99.2,-4.5,2137.8,70.7,2,17,0,1,0,0,0,1,88,-3.2,0,1.47,0.8,0.4,0.27,14,16,0.47,0.13
Norfolk State,2017,Mid-Eastern Athletic Conference,7,34,40.6,24.3,57.3,0.42,6.6,19.5,0.34,14.6,21.4,0.68,14.8,20.7,10.4,27,37.4,11,5.1,5.3,69.8,2,0.52,0.48,144.5,29.5,71.1,51.1,45.3,18,7.1,14.5,1.2,45.1,97.1,99.4,-2.3,2444.7,70.9,3,16,0,0,0,0,1,3,93,-1.6,0,1.45,0.7,0.3,0.25,17,17,0.5,0
North Carolina A&T,2017,Mid-Eastern Athletic Conference,12,32,40.6,22.8,53.7,0.42,6.2,19,0.33,12.5,18.3,0.68,14.5,19.7,10.2,22.7,32.9,11,4.5,2.2,64.3,13,0.52,0.48,143.4,31.7,67.6,50,48.1,18.8,6.7,6.4,1.2,37.1,96.3,113.9,-17.6,2137,65.7,4,11,0,0,0,0,1,0,95,-11.8,0,1.48,0.8,0.3,0.23,3,29,0.09,2.25
North Carolina Central,2017,Mid-Eastern Athletic Conference,2,34,40,26.8,59,0.45,7.5,22.4,0.34,13.7,20.1,0.68,11.9,17.3,11.1,26.2,37.3,14.1,6.1,3.3,74.8,1,0.55,0.52,147.2,32.5,69.7,51.9,52.7,14.8,8.8,8.8,1.3,56.9,107.8,91.4,16.3,2361,69.5,1,19,1,0,0,0,2,0,101,11.3,0,1.53,1.2,0.5,0.23,25,9,0.74,-1.02
Savannah State,2017,Mid-Eastern Athletic Conference,1,29,40.2,28.7,70,0.41,13.5,40.8,0.33,14.7,22.7,0.65,14.9,19.7,11.3,27,38.3,17.3,7.8,3.2,85.7,6,0.53,0.51,139,26.1,63.9,44.7,60.1,15.5,9.2,7.9,1.2,59.5,101.5,108.8,-7.3,2449.1,84.1,7,9,0,1,0,0,0,1,118,-6.2,0,1.6,1.2,0.5,0.21,13,16,0.45,0.21
South Carolina State,2017,Mid-Eastern Athletic Conference,6,31,40.3,25.7,59.7,0.43,6,18.6,0.32,12.6,18.2,0.69,12.3,19.2,9.6,21,30.6,12.3,5,2.1,69.9,11,0.51,0.48,144.2,27,65.2,45.2,47.9,15.2,7,5.3,1.2,40.8,98.4,112.9,-14.5,2202.2,70.5,13,1,0,0,0,0,0,0,93,-10.3,0,1.48,1,0.4,0.21,11,20,0.36,0.59
Bethune-Cookman,2018,Mid-Eastern Athletic Conference,2,32,40.3,28.2,63.7,0.44,7.5,23.7,0.32,17.9,25.6,0.7,15.8,20.9,12.7,28.2,40.8,15.7,6.3,3.8,81.9,3,0.54,0.5,146.1,33.3,70.5,52.3,55.5,17.3,8,8.9,1.3,57.4,103.9,100.8,3.1,2523.8,78.2,1,28,1,0,0,0,0,0,121,2.4,0,1.56,1,0.4,0.28,18,14,0.56,-0.25
Coppin State,2018,Mid-Eastern Athletic Conference,13,32,40.8,20.5,57,0.36,8.3,27.2,0.31,11.4,15.5,0.74,14.4,20.3,7.8,24.4,32.2,10.6,5.4,2.6,60.8,11,0.47,0.43,140.4,21,68.1,44.1,51.4,18.3,7.6,7,1.1,31.6,85.6,104.9,-19.3,2273.4,69.7,13,5,0,0,0,0,1,2,85,-13.7,0,1.51,0.7,0.4,0.2,5,27,0.16,1.68
Delaware State,2018,Mid-Eastern Athletic Conference,11,32,40.6,23.2,55.7,0.42,6,18.5,0.33,11.2,16.1,0.69,15.3,17.5,9.8,21.9,31.6,10.9,5.9,2.6,63.6,12,0.5,0.47,143.5,29.1,66.4,47.6,46.9,19.5,8.7,8.2,1.1,36.7,92.7,112,-19.3,2193.7,67.5,8,10,0,0,0,0,1,0,89,-13.2,0,1.47,0.7,0.4,0.2,4,28,0.13,1.94
Florida A&M,2018,Mid-Eastern Athletic Conference,10,34,40.7,24.4,58.3,0.42,6.4,18.1,0.35,13.6,18.9,0.72,13.9,18,9.6,21.6,31.2,10.9,5.7,3.1,68.9,10,0.51,0.47,149.6,27.2,64,45.1,44.5,17.1,8,7.8,1.2,40,96.7,110.8,-14.1,2423.4,70,10,8,0,0,0,0,0,2,100,-10,0,1.45,0.8,0.4,0.23,9,25,0.27,1.02
Hampton,2018,Mid-Eastern Athletic Conference,3,34,40.3,28.5,63.9,0.45,5.8,18.4,0.32,16.6,21.4,0.78,12.9,19.7,10.9,28.7,39.6,15.2,5.4,3.6,79.5,2,0.54,0.49,153.9,29.7,71.6,51.6,53.4,14.8,7.1,8.9,1.2,57,104.4,100.6,3.9,2587.9,75.6,5,15,0,0,0,0,1,1,117,2.9,0,1.53,1.2,0.4,0.26,18,16,0.53,-0.12
Howard,2018,Mid-Eastern Athletic Conference,5,33,40.7,25.7,60.5,0.42,8.1,23.4,0.35,14.8,20.8,0.71,13.4,20.5,10.7,23.1,33.8,12.3,5.4,2.8,74.2,7,0.53,0.49,147.9,29,65,46.8,47.9,16,7.4,7.3,1.2,45,101.4,109.9,-8.5,2414.5,71.8,12,6,0,1,0,0,0,1,93,-6.2,0,1.48,0.9,0.4,0.24,10,23,0.3,0.83
Maryland-Eastern Shore,2018,Mid-Eastern Athletic Conference,12,32,40,22.2,57.6,0.39,6.4,22.7,0.28,11.4,16.9,0.68,13.1,17.1,9.9,21.9,31.8,10.8,4.7,1.8,62.2,13,0.47,0.44,134.4,27,65.9,45.5,48.9,16.6,7,5,1.1,34.7,91.3,113.3,-22,2182.6,68.2,7,11,0,0,0,0,1,0,95,-15,0,1.49,0.8,0.4,0.2,7,25,0.22,1.27
Morgan State,2018,Mid-Eastern Athletic Conference,7,31,40.7,25.4,60.7,0.42,5.2,15.4,0.34,17.4,23.9,0.73,14,20.3,13.2,24,37.2,12.5,7.2,2.8,73.3,6,0.51,0.46,148,34.5,70,51.4,49.4,16.3,9.8,8.1,1.2,47.6,100.4,103.3,-2.9,2264,71.9,4,19,0,1,0,0,2,1,97,-2.1,0,1.49,0.9,0.5,0.29,13,18,0.42,0.32
Norfolk State,2018,Mid-Eastern Athletic Conference,8,33,40.2,26,60.4,0.43,7.7,21.4,0.36,13,19.4,0.67,15.4,21,11.5,25.3,36.8,13.6,6.2,3.5,72.7,5,0.52,0.49,146.1,31.8,71.4,51.4,52.4,18.1,8.6,11,1.2,47.9,99.4,100.1,-0.7,2414.2,72.9,6,12,0,0,0,0,0,1,112,-0.5,0,1.52,0.9,0.4,0.22,14,19,0.42,0.3
North Carolina A&T,2018,Mid-Eastern Athletic Conference,4,35,40.4,26.5,57.4,0.46,6.1,20.2,0.3,15.8,22.2,0.71,13.8,18,9.3,25,34.3,15.3,6.1,2.3,74.9,4,0.55,0.52,147.5,28,71.8,50.4,57.5,16.8,8.4,5.8,1.3,51.9,103.6,102.9,0.7,2531.3,71.6,3,19,0,0,0,0,2,0,115,0.5,0,1.58,1.1,0.4,0.28,20,15,0.57,-0.29
North Carolina Central,2018,Mid-Eastern Athletic Conference,9,35,40.1,27.1,58.9,0.46,6.1,18.3,0.33,11.7,17.1,0.69,14.1,18.6,11.4,25.7,37.1,15.6,5.1,3.3,72,1,0.54,0.51,147.9,33.5,72.3,53.3,57.4,17.4,7.4,9.4,1.2,52.5,103.6,99.7,3.9,2432.2,69.3,2,22,0,0,1,0,1,0,116,2.7,0,1.57,1.1,0.4,0.2,19,16,0.54,-0.18
Savannah State,2018,Mid-Eastern Athletic Conference,1,32,40.5,29.4,73.4,0.4,12.2,40.8,0.3,15.1,21.7,0.7,14,19,12.5,24.4,36.9,15.8,9.4,2.8,86.1,8,0.51,0.48,139.6,27.4,65.4,44.5,53.6,14.3,11,6.4,1.2,57.4,101,109.7,-8.7,2727,84.2,9,10,0,1,0,0,1,1,114,-7.4,0,1.54,1.1,0.7,0.21,15,17,0.47,0.12
South Carolina State,2018,Mid-Eastern Athletic Conference,6,32,40.3,25.9,60.8,0.43,6.4,19.2,0.34,15.4,22.1,0.7,13.9,19.1,10.8,22.5,33.3,11,5.3,2.4,73.6,9,0.52,0.48,145.9,29.7,68.5,48,42.5,16.3,7.1,6.4,1.2,42.4,98.7,111.5,-12.8,2386.2,74,11,8,0,0,0,0,1,0,102,-9.5,0,1.43,0.8,0.4,0.25,10,22,0.31,0.79
Bradley,2012,Missouri Valley Conference,10,32,40,21.5,53.8,0.4,4.7,15.7,0.3,13.3,19.5,0.68,13.7,17.2,8.8,22.6,31.4,10.7,6.4,3.1,61.1,10,0.49,0.44,138.2,25.2,68.5,46.3,49.8,18,9.4,8.2,1.1,37.1,90,103.9,-13.9,2171.6,67.9,7,7,0,0,0,0,1,1,83,-9.4,4,1.5,0.8,0.5,0.25,7,25,0.22,1.27
Creighton,2012,Missouri Valley Conference,1,35,40.3,27.9,55.3,0.5,8.2,19.3,0.42,15.3,21,0.73,12,16.8,8.7,25.3,34,17.6,4.8,2.3,79.2,2,0.61,0.58,165.5,30,74.8,54.2,63.1,15.7,7.1,5.8,1.4,61.4,115.5,101.7,13.9,2399.3,68.1,3,15,1,1,0,0,1,1,104,9.5,4,1.63,1.5,0.4,0.28,29,6,0.83,-1.58
Drake,2012,Missouri Valley Conference,5,34,40.6,23.2,52.8,0.44,6.2,17.2,0.36,14.4,22,0.66,13,20.1,7.4,23.1,30.4,10.3,6.9,3,67,7,0.54,0.5,145.8,23.3,72.7,48.1,44.5,17.2,10,8.3,1.3,40.5,97.4,97,0.3,2340.7,67.8,6,9,0,0,0,0,2,0,93,0.2,1,1.45,0.8,0.5,0.27,18,16,0.53,-0.12
Evansville,2012,Missouri Valley Conference,3,32,41.1,25,54.3,0.46,5.5,14.2,0.39,17.9,23.4,0.76,12.6,21.2,7.7,19.2,26.9,15.9,7.6,1.7,73.5,6,0.57,0.51,161.5,25.3,66.4,45.3,63.4,16.3,10.8,5,1.4,46.7,104.7,103.5,1.2,2245.6,68.3,5,12,0,1,0,0,6,0,92,0.8,3,1.63,1.3,0.6,0.33,16,16,0.5,0
Illinois State,2012,Missouri Valley Conference,4,35,40.7,23,52.3,0.44,8.5,22.4,0.38,15.3,20.2,0.75,12,16.8,8.7,25.7,34.5,13.1,5.1,3.4,69.7,3,0.57,0.52,157.2,28.1,74.7,52.6,57.1,16.4,7.5,9.4,1.3,51.1,105.3,99.8,5.6,2315.5,65,1,22,1,0,1,0,0,1,96,3.7,9,1.57,1.1,0.4,0.29,21,14,0.6,-0.41
Indiana State,2012,Missouri Valley Conference,8,33,40.5,21.9,52.1,0.42,6.1,17.8,0.34,14.4,20,0.72,12.2,16.5,7.7,22.7,30.4,12,5.9,3.2,64.2,8,0.53,0.48,148.3,24.8,74.2,49.3,55,16.7,8.9,8.6,1.2,42.5,97.2,98.1,-1,2181.6,65.4,10,4,1,0,0,0,0,1,90,-0.6,2,1.55,1,0.5,0.28,18,15,0.55,-0.18
Missouri State,2012,Missouri Valley Conference,6,32,40.8,24.2,55.5,0.44,5.8,17.2,0.34,11.6,16.1,0.72,10.6,18.5,8.4,24.3,32.7,13.5,4.6,2.1,65.9,5,0.53,0.49,149.6,26.9,73.1,50.8,55.9,14.4,7.1,6.1,1.2,44.3,101.1,96.7,4.5,2084.8,63.9,8,5,0,0,0,0,0,0,82,2.9,1,1.56,1.3,0.4,0.21,16,16,0.5,0
Northern Iowa,2012,Missouri Valley Conference,7,34,40,22.2,51.5,0.43,7.9,20.3,0.39,13,17.5,0.74,10.9,15.7,7.2,22.8,30,11.3,6,1.9,65.2,4,0.55,0.51,155.7,23.9,75.8,49.8,50.9,15.5,9.4,5.4,1.3,44.7,102.6,97.5,5.1,2160.3,63.5,9,5,0,0,0,0,1,0,84,3.2,1,1.51,1,0.6,0.25,20,14,0.59,-0.36
Southern Illinois,2012,Missouri Valley Conference,9,31,40.3,22.9,55.2,0.41,4.4,15.4,0.28,12.6,19.7,0.64,14.1,21.4,10.9,19.8,30.7,11.7,7.4,3.4,62.7,9,0.49,0.45,133.7,32.1,70.9,49.6,51.2,18,10.9,9.6,1.1,37.1,92.6,102.1,-9.5,2099.6,67.2,2,16,0,0,0,0,3,2,86,-6.5,2,1.51,0.8,0.5,0.23,8,23,0.26,1.05
Wichita State,2012,Missouri Valley Conference,2,33,40.6,27.6,57.3,0.48,7,18.8,0.37,14.9,19.9,0.75,12.1,16.7,10.1,26.1,36.2,14.7,6.3,3.9,77.1,1,0.58,0.54,160.1,33,75.3,55.5,53.2,15.5,9.2,10.3,1.3,59.9,111.8,90.5,21.3,2277,68,4,14,1,0,0,0,0,1,102,14.7,2,1.53,1.2,0.5,0.26,27,6,0.82,-1.51
Bradley,2013,Missouri Valley Conference,6,35,40.3,25,57.3,0.44,5.3,16.6,0.32,12.4,17.2,0.72,11.9,17.5,10,21.5,31.5,12.5,9.1,2.4,67.7,8,0.52,0.48,147.8,29.5,68.5,48.3,50.1,15.5,13.5,7.1,1.2,47.5,100.8,101.9,-1.1,2352.2,66.7,6,10,0,0,0,0,7,1,84,-0.7,1,1.5,1.1,0.8,0.22,18,17,0.51,-0.06
Creighton,2013,Missouri Valley Conference,2,36,40,26.2,52.3,0.5,8.5,20.6,0.41,13.6,17.9,0.76,12.3,16.3,7.9,26,33.9,16.9,4.8,2.6,74.4,1,0.62,0.58,167.4,28.3,73.3,53.5,64.6,17,7.3,6.6,1.4,59.8,113.7,96.5,17.2,2356.7,65.5,2,19,2,1,0,0,0,4,105,11.3,2,1.65,1.4,0.4,0.26,28,8,0.78,-1.26
Drake,2013,Missouri Valley Conference,3,32,40.5,24.2,54.1,0.45,8.7,22.5,0.39,14.6,20.3,0.72,13.8,19.5,7.7,23,30.6,13.5,5.7,2.2,71.8,7,0.57,0.53,155.2,24.1,71.6,47.9,55.9,17.9,8.2,6.1,1.3,45.8,103,104,-1,2230,68.9,3,13,0,0,0,0,1,0,96,-0.7,0,1.56,1,0.4,0.27,15,17,0.47,0.12
Evansville,2013,Missouri Valley Conference,5,36,40.4,25,57.1,0.44,5.8,15.7,0.37,13.4,18.1,0.74,11.2,17.6,9.7,22,31.8,15.9,5.9,2.9,69.2,5,0.53,0.49,154.4,29.4,71.2,49.6,63.8,14.7,8.8,8.4,1.2,50,103.1,98.3,4.8,2414.8,66.4,7,10,1,0,0,0,2,4,103,3.2,0,1.64,1.4,0.5,0.24,21,15,0.58,-0.34
Illinois State,2013,Missouri Valley Conference,1,33,40.3,26.4,58,0.46,7.3,21.1,0.35,14.4,19.9,0.72,13.1,18.1,10,24,34,14.8,7.2,4.4,74.5,3,0.56,0.52,152.6,29.4,69.2,49.4,56.3,16.4,10.3,11.9,1.3,55.5,106,97.6,8.4,2320.3,69.8,1,21,1,0,0,0,3,3,100,5.9,1,1.56,1.1,0.6,0.25,18,15,0.55,-0.18
Indiana State,2013,Missouri Valley Conference,8,33,40.6,22.2,51.8,0.43,5.6,17.6,0.32,15.4,21.7,0.71,12.9,17.7,8.3,23.9,32.2,11.8,5.6,3.2,65.4,6,0.53,0.48,145.8,26.4,70.6,49.2,53.2,17.4,8.4,8.6,1.3,43,98,98.3,-0.2,2202.3,65.7,9,6,0,0,0,0,1,0,87,-0.2,0,1.53,0.9,0.4,0.3,18,15,0.55,-0.18
Missouri State,2013,Missouri Valley Conference,10,33,40.3,21.2,52.2,0.41,5.4,18.2,0.3,11.8,17.7,0.67,10.1,17.7,8.6,20.2,28.9,10.1,4.7,1.4,59.6,10,0.5,0.46,137.2,26.1,69.7,46.4,47.9,14.4,7.6,4.3,1.1,34.7,95.6,103.9,-8.3,2056.5,61.8,10,2,0,0,0,0,0,0,89,-5.2,1,1.48,1,0.5,0.23,11,22,0.33,0.69
Northern Iowa,2013,Missouri Valley Conference,7,36,40.4,23,51.9,0.44,7.8,21.2,0.37,12.9,17,0.76,11.9,14.6,7.2,23.6,30.8,12.3,6.2,2.4,66.7,4,0.56,0.52,156.7,24.2,74.3,50,53.4,16.7,9.6,7,1.3,47.4,103,95.6,7.3,2330.8,64.1,8,9,0,0,0,0,0,0,103,4.8,0,1.53,1,0.5,0.25,21,15,0.58,-0.34
Southern Illinois,2013,Missouri Valley Conference,9,31,40.2,23.6,53.1,0.45,4.5,14,0.32,11.6,18,0.64,12.2,17.5,9.9,18.9,28.8,10.4,8.1,2.2,63.4,9,0.52,0.49,140.8,31.1,68.6,48.5,43.8,16.7,12.6,7.1,1.2,40.4,99.1,101.8,-2.8,1982.6,63.7,5,10,1,0,0,0,2,0,100,-1.8,4,1.44,0.8,0.7,0.22,14,17,0.45,0.19
Wichita State,2013,Missouri Valley Conference,4,39,40,24.5,55.5,0.44,6.6,19.6,0.34,14.2,20.3,0.7,12.6,17.9,12.5,24.6,37.1,13.6,7.4,4.5,69.7,2,0.54,0.5,147.8,38.1,74.6,56.4,55.6,16.3,11.3,13.8,1.3,55.4,106.4,93.3,13.1,2556.7,65.6,4,12,0,0,0,0,2,4,94,8.6,4,1.56,1.1,0.6,0.26,30,9,0.77,-1.2
Bradley,2014,Missouri Valley Conference,10,32,40,22.5,53.8,0.42,4.8,15,0.32,13.8,19.6,0.7,11.9,19.8,10.2,21.6,31.9,9.6,7.1,2.6,63.6,8,0.51,0.46,144.1,30.9,69.9,49.7,42.4,16,11,8.5,1.2,39.9,98.6,102.3,-3.8,2065.9,64.6,1,13,0,0,0,0,5,0,85,-2.4,3,1.42,0.8,0.6,0.26,12,20,0.38,0.51
Drake,2014,Missouri Valley Conference,7,31,40.2,23.2,51.4,0.45,7.7,19.5,0.4,14.1,19.7,0.71,11.9,18.4,7.8,23.5,31.4,12.7,5.5,2.2,68.3,5,0.57,0.53,156.3,26,73.7,50.6,54.9,16.6,8.4,6.4,1.3,46.9,104.7,104.7,0,2020.9,64.9,8,5,0,0,0,0,3,1,104,0,2,1.55,1.1,0.5,0.27,15,16,0.48,0.06
Evansville,2014,Missouri Valley Conference,4,33,40.3,23.5,50.7,0.46,4.4,12.1,0.36,18.1,25.2,0.72,12.8,18.9,8.2,23.2,31.4,14.7,5,3.7,69.4,9,0.56,0.51,154.3,26.6,68.7,48.6,62.6,17.1,7.4,10.3,1.4,48.4,102.5,106.7,-4.2,2233.1,67.2,3,11,2,1,0,0,0,2,104,-2.8,1,1.63,1.2,0.4,0.36,14,19,0.42,0.3
Illinois State,2014,Missouri Valley Conference,6,34,40.4,22.6,55.5,0.41,7.2,22.8,0.31,16.1,22.8,0.71,12.4,20.4,9.4,24.2,33.6,12,7.7,4.7,68.4,7,0.52,0.47,142.7,26.8,69.8,48.2,53.3,15.9,11.2,13.7,1.2,47.2,98.9,99.2,-0.2,2348.7,68.3,7,7,0,0,0,0,4,4,98,-0.1,3,1.53,1,0.6,0.29,18,16,0.53,-0.12
Indiana State,2014,Missouri Valley Conference,3,34,40,23.9,53.2,0.45,6.4,18.5,0.35,16.7,23.1,0.72,11.2,18.9,8.1,23.6,31.7,12.9,5.8,3.4,71.1,3,0.56,0.51,152.1,26.1,73.2,50,54.1,15.1,8.7,9.7,1.3,49.8,105.9,102.1,3.9,2280.5,67.1,10,3,0,0,0,0,0,0,97,2.6,0,1.54,1.2,0.5,0.32,23,11,0.68,-0.74
Loyola (IL),2014,Missouri Valley Conference,9,32,40.6,23.2,50.3,0.46,6,17.1,0.35,13.3,18.9,0.7,13.3,19.4,7.8,21.6,29.4,13.1,5.5,2.6,65.8,10,0.56,0.52,151.5,26.4,70.4,48.8,56.3,18.5,8.4,7.3,1.3,42.4,101.5,106,-4.5,2074.3,63.8,9,4,0,0,0,0,0,0,93,-2.9,1,1.56,1,0.4,0.27,10,22,0.31,0.79
Missouri State,2014,Missouri Valley Conference,5,33,40.5,23.1,53.5,0.43,7,19.5,0.36,15.5,21.8,0.71,10.9,19.8,8.6,22.6,31.2,12.1,4.8,3,68.5,4,0.54,0.5,149.6,26.5,71.8,48.8,52.6,14.8,7.4,9,1.3,44.5,103.8,103.2,0.5,2180.2,65.3,6,8,0,0,0,0,1,0,97,0.3,1,1.53,1.1,0.4,0.29,20,13,0.61,-0.43
Northern Iowa,2014,Missouri Valley Conference,2,31,40.3,24.6,54.6,0.45,8.5,23.6,0.36,15.1,20.8,0.72,10.6,18.3,8.3,23.7,32,14.1,5.6,2.9,72.8,2,0.57,0.53,153.5,25.5,73.7,49.6,57.2,14.3,8.5,8.4,1.3,52.5,109.1,103.9,5.2,2067.9,66.2,5,10,0,0,0,0,1,0,95,3.5,0,1.57,1.3,0.5,0.28,16,15,0.52,-0.07
Southern Illinois,2014,Missouri Valley Conference,8,33,40.2,23.7,52,0.46,4.5,13.6,0.33,15.1,22.5,0.67,12.2,19.2,10.1,21.7,31.8,10,7.2,2.1,66.9,6,0.54,0.5,145.7,32.6,69.9,51.3,42.3,16.5,11.1,6.9,1.3,43.2,103.3,103.3,0,2137.2,64.5,2,12,1,0,0,0,5,0,96,0,3,1.42,0.8,0.6,0.29,14,19,0.42,0.3
Wichita State,2014,Missouri Valley Conference,1,36,40.1,24.9,53.9,0.46,6.9,19.8,0.35,18.4,25.4,0.73,10.4,17,10.8,25.9,36.8,13.6,6.9,5.1,75.2,1,0.58,0.53,153.7,34.2,75.1,55.5,54.8,13.8,10.5,15,1.4,61.9,114.7,90.7,23.9,2359.6,65.3,4,10,0,0,0,0,3,1,93,15.7,1,1.55,1.3,0.7,0.34,35,1,0.97,-3.55
Bradley,2015,Missouri Valley Conference,10,33,40.6,19.4,51.5,0.38,5.4,18,0.3,12.9,19.4,0.66,12.7,19.5,10.5,21.2,31.7,9.3,6.9,2.8,57,8,0.48,0.43,134,31.5,71.7,50.3,48.2,17.4,11,9.6,1.1,33.6,90.8,97.8,-6.9,2072.2,61.9,7,4,0,0,1,0,1,0,84,-4.4,3,1.48,0.7,0.5,0.25,9,24,0.27,0.97
Drake,2015,Missouri Valley Conference,9,31,40.3,20.5,45,0.46,6.5,15.8,0.41,11.9,15.5,0.77,13.2,15.6,5.7,19.3,25,11.9,4.5,1.9,59.5,10,0.57,0.53,163.2,22.5,69.2,46.9,58.1,20.3,7.4,6,1.3,37.1,99.3,111.4,-12.2,1857.4,59.4,8,3,0,0,0,0,0,0,84,-7.3,1,1.58,0.9,0.3,0.27,9,22,0.29,0.89
Evansville,2015,Missouri Valley Conference,1,36,40.4,25,51.5,0.49,4.2,12,0.36,16.7,22.3,0.75,12.6,17.2,7.2,23.8,31,15.9,5.8,3.6,70.9,4,0.58,0.53,158.8,25.5,73.2,50.9,63.8,17.1,8.6,9.9,1.4,52.5,104.9,97.1,7.9,2432.4,66.9,1,22,4,0,0,0,2,4,116,5.3,1,1.64,1.3,0.5,0.32,24,12,0.67,-0.7
Illinois State,2015,Missouri Valley Conference,3,35,40.4,24.2,55.6,0.44,6.1,17.6,0.35,13.7,19.3,0.71,12.8,18.9,11.5,22.8,34.2,11.6,7.3,4.3,68.1,3,0.53,0.49,149.2,35.2,70.9,52.9,48.1,16.7,11.2,12.7,1.2,48.2,103.9,94.5,9.4,2295.7,64.9,2,9,0,0,0,0,4,8,99,6.1,2,1.48,0.9,0.6,0.25,22,13,0.63,-0.53
Indiana State,2015,Missouri Valley Conference,4,31,40.8,22,51.6,0.43,7.3,20.4,0.36,15.3,21.7,0.7,14.1,18.1,7.8,23.3,31.1,12.8,5.6,3.2,66.5,6,0.54,0.5,148.4,24.5,69.8,47.7,58.4,18.8,8.3,8.3,1.3,42.4,97.5,99.5,-1.9,2112.1,66.8,6,5,0,0,0,0,1,1,84,-1.3,2,1.58,0.9,0.4,0.3,15,16,0.48,0.06
