Home,HomeScore,RoadScore,Road,HomeOdds,DrawOdds,RoadOdds,Playoffs,Season,Date
Real Salt Lake,0,0,Minnesota United,2.67,3.79,2.55,0,2020,7/17/2020
DC United,1,1,New England Revolution,3.36,3.9,2.11,0,2020,7/17/2020
Sporting Kansas City,3,2,Colorado Rapids,1.82,4.38,4.2,0,2020,7/17/2020
Portland Timbers,2,1,Dynamo Houston,2.3,3.82,2.88,0,2020,7/18/2020
Los Angeles FC,6,2,Los Angeles Galaxy,1.62,4.43,5,0,2020,7/18/2020
Chicago Fire,0,2,San Jose Earthquakes,2.84,3.94,2.4,0,2020,7/19/2020
Seattle Sounders,3,0,Vancouver Whitecaps,1.58,4.4,5.83,0,2020,7/19/2020
Philadelphia Union,1,1,Orlando City,2.88,3.7,2.43,0,2020,7/20/2020
Miami FC,0,1,New York City,2.65,3.85,2.44,0,2020,7/20/2020
Atlanta United FC,0,1,Columbus Crew,3,3.7,2.27,0,2020,7/21/2020
Montreal Impact,1,0,DC United,2.52,3.75,2.65,0,2020,7/21/2020
Toronto FC,0,0,New England Revolution,2.2,3.9,3.35,0,2020,7/21/2020
FC Cincinnati,2,0,New York Red Bulls,4.54,3.36,2,0,2020,7/22/2020
Colorado Rapids,2,2,Minnesota United,3.25,3.8,2.25,0,2020,7/22/2020
Real Salt Lake,0,2,Sporting Kansas City,3.9,3.7,1.97,0,2020,7/22/2020
Los Angeles Galaxy,1,1,Dynamo Houston,2.88,4.04,2.3,0,2020,7/23/2020
Los Angeles FC,2,2,Portland Timbers,1.65,4.78,4.5,0,2020,7/23/2020
Chicago Fire,0,2,Vancouver Whitecaps,1.54,4.64,6,0,2020,7/23/2020
New York City,1,3,Portland Timbers,2.23,3.68,3.4,0,2020,8/1/2020
San Jose Earthquakes,1,4,Minnesota United,2.25,3.85,3.1,0,2020,8/1/2020
Philadelphia Union,1,2,Portland Timbers,2.71,3.72,2.58,1,2020,8/5/2020
Philadelphia Union,1,2,Portland Timbers,2.82,3.74,2.6,0,2020,8/5/2020
Orlando City,3,1,Minnesota United,2.54,3.45,2.93,1,2020,8/6/2020
Portland Timbers,2,1,Orlando City,2.87,3.6,2.52,0,2020,8/11/2020
FC Dallas,0,1,Nashville SC,1.62,4.2,5.85,0,2020,8/12/2020
Toronto FC,3,0,Vancouver Whitecaps,1.32,6.05,9.64,0,2020,8/18/2020
New England Revolution,0,0,Philadelphia Union,2.33,3.81,3.2,0,2020,8/20/2020
New York Red Bulls,1,0,New York City,2.85,3.65,2.52,0,2020,8/20/2020
Columbus Crew,3,0,Chicago Fire,1.86,3.94,5.5,0,2020,8/20/2020
FC Cincinnati,0,0,DC United,2.7,3.33,2.94,0,2020,8/21/2020
Dynamo Houston,0,0,FC Dallas,2.75,3.45,2.65,0,2020,8/21/2020
Toronto FC,1,0,Vancouver Whitecaps,1.26,6.9,11.5,0,2020,8/21/2020
Minnesota United,1,2,Sporting Kansas City,2.85,3.81,2.59,0,2020,8/21/2020
Los Angeles FC,0,2,Los Angeles Galaxy,1.39,6.25,7.34,0,2020,8/22/2020
Colorado Rapids,1,4,Real Salt Lake,2.18,3.6,3.55,0,2020,8/22/2020
Atlanta United FC,2,0,Nashville SC,2.11,3.57,3.94,0,2020,8/22/2020
Miami FC,3,2,Orlando City,2.88,3.56,2.55,0,2020,8/22/2020
Portland Timbers,0,3,Seattle Sounders,2.29,3.75,3.13,0,2020,8/23/2020
New York City,1,0,Columbus Crew,2.62,3.6,3,0,2020,8/24/2020
Philadelphia Union,1,0,New York Red Bulls,2.53,3.55,3,0,2020,8/25/2020
DC United,1,2,New England Revolution,3.13,3.43,2.75,0,2020,8/25/2020
Montreal Impact,2,0,Vancouver Whitecaps,1.72,4.1,5.3,0,2020,8/25/2020
Sporting Kansas City,2,5,Dynamo Houston,1.61,4.4,6,0,2020,8/25/2020
Chicago Fire,3,0,FC Cincinnati,1.8,4,6,0,2020,8/25/2020
Orlando City,3,1,Nashville SC,1.98,3.76,4.2,0,2020,8/26/2020
Montreal Impact,0,1,Toronto FC,4.25,3.97,1.85,0,2020,8/28/2020
FC Cincinnati,0,0,Columbus Crew,5.25,3.85,1.79,0,2020,8/29/2020
New England Revolution,1,1,New York Red Bulls,2.21,3.94,4.07,0,2020,8/29/2020
Colorado Rapids,1,1,Sporting Kansas City,2.95,3.85,2.33,0,2020,8/29/2020
New York City,3,1,Chicago Fire,2.13,3.82,3.4,0,2020,8/29/2020
FC Dallas,3,1,Minnesota United,2.4,3.7,3.25,0,2020,8/29/2020
Los Angeles Galaxy,3,2,San Jose Earthquakes,2.23,4,3.11,0,2020,8/29/2020
Philadelphia Union,4,1,DC United,2,3.82,4.2,0,2020,8/29/2020
Portland Timbers,4,4,Real Salt Lake,1.85,3.88,4.37,0,2020,8/29/2020
Atlanta United FC,1,3,Orlando City,2.4,3.62,3.25,0,2020,8/29/2020
Nashville SC,1,0,Miami FC,2.33,3.36,3.5,0,2020,8/30/2020
Seattle Sounders,3,1,Los Angeles FC,2.6,4,2.52,0,2020,8/30/2020
Toronto FC,0,1,Montreal Impact,1.46,4.98,8.5,0,2020,9/1/2020
Atlanta United FC,0,0,Miami FC,2.27,3.56,3.3,0,2020,9/2/2020
FC Cincinnati,0,0,Chicago Fire,3.3,3.42,2.33,0,2020,9/2/2020
New York Red Bulls,0,1,DC United,1.73,4.11,5.28,0,2020,9/2/2020
New England Revolution,0,2,New York City,2.72,3.6,2.75,0,2020,9/2/2020
Columbus Crew,1,0,Philadelphia Union,2.05,3.91,4.95,0,2020,9/2/2020
Nashville SC,1,1,Orlando City,2.8,3.52,2.82,0,2020,9/2/2020
Sporting Kansas City,1,1,FC Dallas,2.07,3.85,4.75,0,2020,9/2/2020
Real Salt Lake,2,2,Seattle Sounders,2.4,3.62,3.4,0,2020,9/2/2020
Portland Timbers,2,3,Los Angeles Galaxy,2.77,4,3.06,0,2020,9/2/2020
Dynamo Houston,3,0,Minnesota United,2.45,3.85,3.23,0,2020,9/2/2020
Los Angeles FC,5,1,San Jose Earthquakes,1.53,5.5,6.05,0,2020,9/2/2020
Orlando City,1,1,Atlanta United FC,1.7,4.28,5.3,0,2020,9/5/2020
San Jose Earthquakes,1,1,Colorado Rapids,2.42,3.91,3.14,0,2020,9/5/2020
Dynamo Houston,2,1,Sporting Kansas City,2.6,3.81,2.95,0,2020,9/5/2020
Vancouver Whitecaps,3,2,Toronto FC,6.18,4.54,1.75,0,2020,9/5/2020
DC United,0,0,New York City,4.5,4,1.88,0,2020,9/6/2020
New York Red Bulls,0,3,Philadelphia Union,2.38,3.76,3.32,0,2020,9/6/2020
Chicago Fire,1,2,New England Revolution,2.45,3.66,3,0,2020,9/6/2020
Seattle Sounders,1,2,Portland Timbers,2.04,4.02,3.67,0,2020,9/6/2020
Columbus Crew,3,0,FC Cincinnati,1.63,3.97,7.01,0,2020,9/6/2020
Los Angeles Galaxy,3,0,Los Angeles FC,3.72,4.73,1.9,0,2020,9/6/2020
Minnesota United,4,0,Real Salt Lake,2.02,4.33,5.03,0,2020,9/6/2020
Colorado Rapids,1,1,Dynamo Houston,2.35,3.78,3.3,0,2020,9/9/2020
Montreal Impact,1,2,Toronto FC,4.11,3.9,1.9,0,2020,9/9/2020
Miami FC,2,1,Atlanta United FC,1.95,3.79,4.6,0,2020,9/9/2020
Real Salt Lake,3,0,Los Angeles FC,3.2,4.07,2.62,0,2020,9/9/2020
Minnesota United,3,2,FC Dallas,1.82,4.2,4.5,0,2020,9/9/2020
Seattle Sounders,7,1,San Jose Earthquakes,1.78,4.75,5.42,0,2020,9/10/2020
DC United,0,2,New York Red Bulls,4.2,3.67,2.05,0,2020,9/12/2020
Real Salt Lake,0,5,Colorado Rapids,2.23,3.69,3.36,0,2020,9/12/2020
New York City,2,1,FC Cincinnati,1.43,5.02,8.37,0,2020,9/12/2020
Orlando City,2,1,Miami FC,2.14,3.77,4,0,2020,9/12/2020
Philadelphia Union,2,1,New England Revolution,2.31,3.68,3.25,0,2020,9/12/2020
FC Dallas,2,1,Dynamo Houston,2.4,3.66,2.93,0,2020,9/12/2020
Chicago Fire,2,2,Columbus Crew,3.1,3.4,2.69,0,2020,9/12/2020
Nashville SC,4,2,Atlanta United FC,2.18,3.5,3.75,0,2020,9/12/2020
San Jose Earthquakes,0,0,Los Angeles Galaxy,3.13,4.2,2.26,0,2020,9/13/2020
Sporting Kansas City,1,0,Minnesota United,1.68,4.95,6.38,0,2020,9/13/2020
Vancouver Whitecaps,2,4,Montreal Impact,3.25,3.62,2.35,0,2020,9/13/2020
Los Angeles FC,4,2,Portland Timbers,1.46,5.46,6.5,0,2020,9/13/2020
San Jose Earthquakes,1,1,Portland Timbers,2.61,3.88,2.7,0,2020,9/16/2020
Vancouver Whitecaps,3,1,Montreal Impact,3.68,3.89,2.06,0,2020,9/16/2020
FC Dallas,4,1,Colorado Rapids,2.22,3.84,3.7,0,2020,9/16/2020
Seattle Sounders,3,0,Los Angeles FC,2.46,4.27,2.75,0,2020,9/18/2020
New York Red Bulls,0,1,FC Cincinnati,1.79,3.9,5.05,0,2020,9/19/2020
Los Angeles Galaxy,0,2,Colorado Rapids,2.11,3.98,3.95,0,2020,9/19/2020
Atlanta United FC,1,2,Miami FC,3.75,3.49,2.54,0,2020,9/19/2020
Real Salt Lake,1,2,Vancouver Whitecaps,1.48,5.03,7.5,0,2020,9/19/2020
San Jose Earthquakes,1,6,Portland Timbers,2.5,3.88,2.76,0,2020,9/19/2020
Columbus Crew,2,0,Nashville SC,1.83,3.68,4.93,0,2020,9/19/2020
DC United,2,2,Toronto FC,5.75,4.3,1.76,0,2020,9/19/2020
Dynamo Houston,2,2,Minnesota United,2.07,4,3.6,0,2020,9/19/2020
Orlando City,4,1,Chicago Fire,1.83,4.25,4.5,0,2020,9/19/2020
Sporting Kansas City,2,3,FC Dallas,1.67,4.58,5.8,0,2020,9/19/2020
New England Revolution,0,0,New York City,2.86,3.78,2.44,0,2020,9/19/2020
Montreal Impact,1,4,Philadelphia Union,3.6,3.91,2.1,0,2020,9/20/2020
FC Cincinnati,0,0,Philadelphia Union,3.26,3.5,2.38,0,2020,9/23/2020
New York City,0,1,Toronto FC,2.45,3.83,2.93,0,2020,9/23/2020
Atlanta United FC,1,0,FC Dallas,2.8,3.69,3,0,2020,9/23/2020
Nashville SC,1,0,DC United,2.09,3.71,5.28,0,2020,9/23/2020
Portland Timbers,1,0,Seattle Sounders,2.97,3.98,2.55,0,2020,9/23/2020
Sporting Kansas City,1,2,Orlando City,1.9,4.3,4.25,0,2020,9/23/2020
Miami FC,1,4,New York Red Bulls,2,4.18,5.1,0,2020,9/23/2020
Real Salt Lake,2,0,Los Angeles Galaxy,2.27,3.95,3.02,0,2020,9/23/2020
Columbus Crew,2,1,Minnesota United,1.77,4.5,6.38,0,2020,9/23/2020
New England Revolution,3,1,Montreal Impact,1.73,4.47,5.9,0,2020,9/23/2020
Chicago Fire,4,0,Dynamo Houston,2.1,4,3.57,0,2020,9/23/2020
Colorado Rapids,5,0,San Jose Earthquakes,1.8,4.85,5.75,0,2020,9/23/2020
Los Angeles FC,6,0,Vancouver Whitecaps,1.22,9.64,17,0,2020,9/23/2020
Nashville SC,1,1,Dynamo Houston,2.25,3.55,3.6,0,2020,9/26/2020
New York City,4,0,FC Cincinnati,1.58,4.3,6.5,0,2020,9/26/2020
Minnesota United,0,0,Real Salt Lake,2.04,4,4.07,0,2020,9/27/2020
FC Dallas,0,0,Orlando City,2.35,3.8,2.95,0,2020,9/27/2020
Vancouver Whitecaps,0,1,Portland Timbers,7.4,5.31,1.51,0,2020,9/27/2020
DC United,0,2,New England Revolution,3.75,3.7,2.18,0,2020,9/27/2020
Los Angeles FC,1,2,San Jose Earthquakes,1.22,8,15,0,2020,9/27/2020
Los Angeles Galaxy,1,3,Seattle Sounders,2.64,3.8,2.68,0,2020,9/27/2020
Chicago Fire,2,0,Atlanta United FC,1.71,4.4,5.61,0,2020,9/27/2020
Philadelphia Union,3,0,Miami FC,2.86,3.53,2.65,0,2020,9/27/2020
Toronto FC,3,1,Columbus Crew,2.57,3.58,2.85,0,2020,9/27/2020
New York Red Bulls,4,1,Montreal Impact,1.62,4.4,6,0,2020,9/27/2020
New England Revolution,0,0,Nashville SC,1.89,3.6,4.63,0,2020,10/3/2020
DC United,0,4,Atlanta United FC,2.59,3.32,3.1,0,2020,10/3/2020
Dynamo Houston,1,2,Sporting Kansas City,2.65,3.78,2.62,0,2020,10/3/2020
Minnesota United,2,0,FC Cincinnati,1.89,3.91,4.51,0,2020,10/3/2020
Toronto FC,2,1,Philadelphia Union,1.95,4,3.9,0,2020,10/3/2020
San Jose Earthquakes,2,1,Los Angeles Galaxy,3.05,4.1,2.32,0,2020,10/3/2020
Montreal Impact,2,2,Chicago Fire,4.45,4.45,1.76,0,2020,10/3/2020
FC Dallas,2,2,Columbus Crew,2.68,3.56,2.77,0,2020,10/3/2020
Miami FC,2,3,New York City,2.37,3.67,3,0,2020,10/3/2020
Orlando City,3,1,New York Red Bulls,2.09,3.91,3.68,0,2020,10/3/2020
Seattle Sounders,3,1,Vancouver Whitecaps,1.3,6.65,10.25,0,2020,10/3/2020
Real Salt Lake,1,3,Los Angeles FC,3.77,4.21,1.99,0,2020,10/4/2020
Nashville SC,0,0,Minnesota United,2.31,3.67,3.21,0,2020,10/6/2020
Atlanta United FC,0,0,Orlando City,2.88,3.68,2.88,0,2020,10/7/2020
New England Revolution,0,1,Toronto FC,2.64,3.65,2.76,0,2020,10/7/2020
Sporting Kansas City,1,0,Chicago Fire,1.76,4.37,4.45,0,2020,10/7/2020
New York Red Bulls,1,2,Miami FC,2.39,3.72,2.95,0,2020,10/7/2020
Columbus Crew,1,2,Montreal Impact,1.54,4.7,6.25,0,2020,10/7/2020
Dynamo Houston,2,0,FC Dallas,2.53,3.82,3,0,2020,10/7/2020
Seattle Sounders,2,1,Real Salt Lake,1.61,5.3,7,0,2020,10/7/2020
Philadelphia Union,3,0,FC Cincinnati,1.74,3.93,5.54,0,2020,10/7/2020
San Jose Earthquakes,3,0,Vancouver Whitecaps,1.65,4.6,5.91,0,2020,10/7/2020
Los Angeles Galaxy,3,6,Portland Timbers,2.28,3.93,3.49,0,2020,10/7/2020
New York City,4,1,DC United,1.41,5.35,8.7,0,2020,10/7/2020
Atlanta United FC,0,1,New York Red Bulls,2.81,3.51,2.65,0,2020,10/10/2020
Miami FC,1,0,Dynamo Houston,1.82,4.19,4.57,0,2020,10/10/2020
Vancouver Whitecaps,2,1,Real Salt Lake,3.42,3.79,2.3,0,2020,10/10/2020
FC Cincinnati,0,1,Toronto FC,4.52,3.84,2.15,0,2020,10/11/2020
Chicago Fire,2,1,DC United,1.52,4.81,7,0,2020,10/11/2020
Philadelphia Union,2,1,Montreal Impact,1.62,4.62,6.2,0,2020,10/11/2020
Sporting Kansas City,2,1,Nashville SC,1.76,3.75,5.2,0,2020,10/11/2020
Portland Timbers,3,0,San Jose Earthquakes,1.76,4.35,4.46,0,2020,10/11/2020
Los Angeles FC,3,1,Seattle Sounders,2.16,3.98,3.32,0,2020,10/11/2020
New York City,1,2,New England Revolution,1.79,4.06,4.54,0,2020,10/11/2020
Los Angeles Galaxy,0,4,San Jose Earthquakes,1.78,4.52,4.33,0,2020,10/14/2020
FC Dallas,1,0,Sporting Kansas City,2.38,3.96,3.42,0,2020,10/14/2020
Orlando City,1,1,New York City,2.54,3.82,2.71,0,2020,10/14/2020
Toronto FC,1,1,New York Red Bulls,1.91,4,4.3,0,2020,10/14/2020
Miami FC,1,1,Atlanta United FC,1.83,4.35,5.65,0,2020,10/14/2020
Dynamo Houston,1,3,Nashville SC,1.98,4.06,4.95,0,2020,10/14/2020
FC Cincinnati,2,1,Columbus Crew,4.4,3.62,1.99,0,2020,10/14/2020
Real Salt Lake,2,1,Portland Timbers,2.46,3.78,2.92,0,2020,10/14/2020
Vancouver Whitecaps,2,1,Los Angeles FC,5.08,4.45,1.72,0,2020,10/14/2020
DC United,2,2,Philadelphia Union,4.09,3.84,2.03,0,2020,10/14/2020
Montreal Impact,2,3,New England Revolution,3.9,3.95,1.96,0,2020,10/14/2020
Montreal Impact,2,1,Miami FC,5.12,4.68,1.68,0,2020,10/17/2020
Chicago Fire,2,2,Sporting Kansas City,2.46,3.8,2.87,0,2020,10/17/2020
San Jose Earthquakes,0,0,Seattle Sounders,3.13,3.86,2.33,0,2020,10/18/2020
Toronto FC,1,0,Atlanta United FC,1.61,4.25,5.94,0,2020,10/18/2020
Los Angeles Galaxy,1,0,Vancouver Whitecaps,1.65,4.61,5.42,0,2020,10/18/2020
New York Red Bulls,1,1,Orlando City,2.35,3.72,3.14,0,2020,10/18/2020
Portland Timbers,1,1,Los Angeles FC,2.1,4.25,3.48,0,2020,10/18/2020
FC Cincinnati,1,2,DC United,2.03,3.48,4.19,0,2020,10/18/2020
Minnesota United,2,2,Dynamo Houston,1.94,4.1,3.75,0,2020,10/18/2020
Columbus Crew,3,1,New York City,3.4,3.7,2.44,0,2020,10/18/2020
New England Revolution,1,2,Philadelphia Union,2,3.91,3.9,0,2020,10/19/2020
Nashville SC,3,0,FC Dallas,2.25,3.35,3.58,0,2020,10/20/2020
Seattle Sounders,1,1,Portland Timbers,2,4.05,4.02,0,2020,10/22/2020
Real Salt Lake,0,0,FC Dallas,2.27,3.55,3.32,0,2020,10/24/2020
FC Cincinnati,0,1,Minnesota United,3.52,3.72,2.4,0,2020,10/24/2020
Dynamo Houston,1,1,Columbus Crew,2.34,3.8,3.02,0,2020,10/24/2020
Atlanta United FC,1,2,DC United,1.86,3.75,5.01,0,2020,10/24/2020
Miami FC,2,1,Orlando City,2.2,3.76,3.43,0,2020,10/24/2020
Vancouver Whitecaps,2,1,San Jose Earthquakes,3.56,3.8,2.11,0,2020,10/24/2020
Chicago Fire,2,2,New York Red Bulls,2.22,3.76,3.35,0,2020,10/24/2020
New York City,3,1,Montreal Impact,1.38,5.76,7.93,0,2020,10/24/2020
Sporting Kansas City,4,0,Colorado Rapids,1.74,4.26,4.72,0,2020,10/24/2020
Philadelphia Union,5,0,Toronto FC,2.5,3.65,3.16,0,2020,10/24/2020
Los Angeles FC,2,0,Los Angeles Galaxy,1.58,5,5.2,0,2020,10/25/2020
Montreal Impact,0,1,Nashville SC,2.99,3.48,2.55,0,2020,10/27/2020
Vancouver Whitecaps,0,2,Seattle Sounders,9.05,5.4,1.39,0,2020,10/27/2020
FC Cincinnati,0,1,Sporting Kansas City,4.2,3.82,1.9,0,2020,10/28/2020
Toronto FC,0,1,New York City,3.51,3.96,2.13,0,2020,10/28/2020
New York Red Bulls,1,0,New England Revolution,2.55,3.54,2.91,0,2020,10/28/2020
DC United,1,0,Columbus Crew,2.85,3.5,2.6,0,2020,10/28/2020
San Jose Earthquakes,2,0,Real Salt Lake,2.16,3.7,3.56,0,2020,10/28/2020
Philadelphia Union,2,1,Chicago Fire,1.96,3.91,3.94,0,2020,10/28/2020
Minnesota United,2,1,Colorado Rapids,2.21,3.9,3.22,0,2020,10/28/2020
FC Dallas,2,1,Miami FC,2.75,3.73,2.55,0,2020,10/28/2020
Los Angeles FC,2,1,Dynamo Houston,1.55,4.95,5.75,0,2020,10/28/2020
Orlando City,4,1,Atlanta United FC,1.61,4.37,5.7,0,2020,10/28/2020
Portland Timbers,5,2,Los Angeles Galaxy,1.89,4.14,4.1,0,2020,10/28/2020
Nashville SC,1,1,Chicago Fire,2.38,3.39,3.3,0,2020,10/31/2020
FC Dallas,3,0,Dynamo Houston,2.03,4.05,3.65,0,2020,10/31/2020
Montreal Impact,0,1,Orlando City,2.97,3.82,2.48,0,2020,11/1/2020
Portland Timbers,1,0,Vancouver Whitecaps,1.65,4.5,5.51,0,2020,11/1/2020
Atlanta United FC,2,0,FC Cincinnati,1.94,3.59,4.6,0,2020,11/1/2020
Toronto FC,2,1,Miami FC,2.67,3.74,2.63,0,2020,11/1/2020
Los Angeles Galaxy,2,1,Real Salt Lake,2.25,3.75,3.17,0,2020,11/1/2020
Colorado Rapids,3,1,Seattle Sounders,2.79,3.66,2.55,0,2020,11/1/2020
New England Revolution,4,3,DC United,1.53,4.5,6.92,0,2020,11/1/2020
New York City,5,2,New York Red Bulls,1.72,4.2,5,0,2020,11/1/2020
Columbus Crew,2,1,Philadelphia Union,2.03,3.88,3.7,0,2020,11/1/2020
Nashville SC,0,1,FC Dallas,2.29,3.41,3.47,0,2020,11/4/2020
Portland Timbers,0,1,Colorado Rapids,2.61,3.87,2.64,0,2020,11/4/2020
Los Angeles Galaxy,1,1,Seattle Sounders,2.95,4.03,2.51,0,2020,11/4/2020
Orlando City,2,1,Columbus Crew,2.06,4.09,3.8,0,2020,11/4/2020
Minnesota United,2,2,Chicago Fire,2.96,3.85,2.47,0,2020,11/4/2020
San Jose Earthquakes,3,2,Los Angeles FC,3.45,4.22,2.02,0,2020,11/4/2020
Real Salt Lake,0,2,Sporting Kansas City,3.35,3.91,2.16,0,2020,11/8/2020
Los Angeles FC,1,1,Portland Timbers,1.45,5.6,6.5,0,2020,11/8/2020
Dynamo Houston,1,2,Colorado Rapids,2,4.33,3.6,0,2020,11/8/2020
Philadelphia Union,2,0,New England Revolution,2,3.94,3.88,0,2020,11/8/2020
Columbus Crew,2,1,Atlanta United FC,1.74,4.08,4.82,0,2020,11/8/2020
Miami FC,2,1,FC Cincinnati,1.34,5.62,10,0,2020,11/8/2020
New York Red Bulls,2,1,Toronto FC,2.35,3.85,2.96,0,2020,11/8/2020
DC United,2,3,Montreal Impact,2.25,3.76,3.23,0,2020,11/8/2020
Orlando City,2,3,Nashville SC,2.17,3.52,3.9,0,2020,11/8/2020
Minnesota United,3,0,FC Dallas,2.41,3.8,3.1,0,2020,11/8/2020
Vancouver Whitecaps,3,0,Los Angeles Galaxy,3.25,4.01,2.17,0,2020,11/8/2020
Chicago Fire,3,4,New York City,2.69,4.19,2.47,0,2020,11/8/2020
Seattle Sounders,4,1,San Jose Earthquakes,1.45,5.44,6.83,0,2020,11/8/2020
Nashville SC,3,0,Miami FC,2.5,3.33,4,0,2020,11/20/2020
Orlando City,(6)Ê1,1Ê(5),New York City,2.47,3.78,2.75,0,2020,11/21/2020
Columbus Crew,3,2,New York Red Bulls,2.08,3.7,3.65,0,2020,11/21/2020
New England Revolution,2,1,CF MontrŽal,1.62,5.3,7.2,0,2020,11/21/2020
Sporting Kansas City,(3)Ê3,3Ê(0),San Jose Earthquakes,1.65,4.8,5.71,0,2020,11/22/2020
Portland Timbers,(7)Ê1,1Ê(8),FC Dallas,2.14,4,3.45,0,2020,11/22/2020
Minnesota United,3,0,Colorado Rapids,2.46,4,3,0,2020,11/22/2020
Toronto FC,0,1,Nashville SC,2.26,3.34,3.44,0,2020,11/24/2020
Philadelphia Union,0,2,New England Revolution,1.95,4.15,3.83,0,2020,11/24/2020
Seattle Sounders,3,1,Los Angeles FC,2.25,4.25,3.88,0,2020,11/24/2020
Orlando City,1,3,New England Revolution,2.38,3.64,2.97,0,2020,11/29/2020
Columbus Crew,2,0,Nashville SC,2.28,3.34,3.37,0,2020,11/29/2020
Seattle Sounders,1,0,FC Dallas,1.7,4.23,5.2,0,2020,12/1/2020
Sporting Kansas City,0,3,Minnesota United,1.84,4.25,4.17,0,2020,12/3/2020
Sporting Kansas City,0,3,Minnesota United,1.81,4.1,4.35,1,2020,12/3/2020
Columbus Crew,1,0,New England Revolution,2.61,3.62,2.8,0,2020,12/6/2020
Seattle Sounders,3,2,Minnesota United,1.74,4.4,4.75,0,2020,12/7/2020
Columbus Crew,3,0,Seattle Sounders,2.85,3.3,2.73,0,2020,12/12/2020
Dynamo Houston,2,1,San Jose Earthquakes,1.88,4.16,4.18,0,2021,4/16/2021
Seattle Sounders,4,0,Minnesota United,1.85,4.04,4.26,0,2021,4/16/2021
FC Dallas,0,0,Colorado Rapids,2.2,3.72,3.35,0,2021,4/17/2021
New York Red Bulls,1,2,Sporting Kansas City,2.4,3.88,3.31,0,2021,4/17/2021
Los Angeles FC,2,0,Austin FC,1.45,5.5,7.6,0,2021,4/17/2021
DC United,2,1,New York City,4.12,3.86,1.95,0,2021,4/17/2021
Chicago Fire,2,2,New England Revolution,2.52,3.72,2.79,0,2021,4/17/2021
Nashville SC,2,2,FC Cincinnati,1.87,3.65,5.5,0,2021,4/17/2021
CF MontrŽal,4,2,Toronto FC,3.45,3.74,2.41,0,2021,4/17/2021
Orlando City,0,0,Atlanta United FC,2.05,3.85,4,0,2021,4/17/2021
Vancouver Whitecaps,1,0,Portland Timbers,4.75,4.05,1.78,0,2021,4/18/2021
Miami FC,2,3,Los Angeles Galaxy,1.62,4.4,5.5,0,2021,4/18/2021
Columbus Crew,0,0,Philadelphia Union,1.9,3.88,4.17,0,2021,4/18/2021
Sporting Kansas City,1,1,Orlando City,2.17,3.93,3.53,0,2021,4/23/2021
New England Revolution,1,0,DC United,1.59,4.55,7,0,2021,4/24/2021
Los Angeles FC,1,1,Seattle Sounders,2.05,4.1,4.2,0,2021,4/24/2021
Minnesota United,1,2,Real Salt Lake,1.85,4.07,4.6,0,2021,4/24/2021
Philadelphia Union,1,2,Miami FC,2.13,3.8,3.44,0,2021,4/24/2021
Colorado Rapids,1,3,Austin FC,1.78,4.33,5.5,0,2021,4/24/2021
Portland Timbers,2,1,Dynamo Houston,2.16,3.75,3.6,0,2021,4/24/2021
Atlanta United FC,3,1,Chicago Fire,2.06,3.75,3.65,0,2021,4/24/2021
New York City,5,0,FC Cincinnati,1.42,5.33,8.98,0,2021,4/24/2021
Nashville SC,2,2,CF MontrŽal,1.7,4.15,6.25,0,2021,4/24/2021
Toronto FC,2,2,Vancouver Whitecaps,1.85,4.5,5.75,0,2021,4/24/2021
San Jose Earthquakes,3,1,FC Dallas,2.55,3.88,3.32,0,2021,4/24/2021
Los Angeles Galaxy,3,2,New York Red Bulls,2.5,3.85,3.62,0,2021,4/25/2021
Minnesota United,0,1,Austin FC,1.94,4,4.5,0,2021,5/1/2021
Philadelphia Union,0,2,New York City,2.59,3.82,3.25,0,2021,5/1/2021
Dynamo Houston,1,1,Los Angeles FC,2.9,4.05,2.61,0,2021,5/1/2021
New York Red Bulls,2,0,Chicago Fire,2.13,4.47,3.35,0,2021,5/1/2021
New England Revolution,2,1,Atlanta United FC,1.9,3.94,4.45,0,2021,5/1/2021
Orlando City,3,0,FC Cincinnati,1.5,4.7,7.22,0,2021,5/1/2021
Real Salt Lake,3,1,Sporting Kansas City,2.63,3.73,2.8,0,2021,5/1/2021
FC Dallas,4,1,Portland Timbers,2.1,4.46,3.82,0,2021,5/1/2021
San Jose Earthquakes,4,1,DC United,1.97,3.72,4.25,0,2021,5/1/2021
Vancouver Whitecaps,0,1,Colorado Rapids,3.77,4,2.01,0,2021,5/2/2021
Seattle Sounders,3,0,Los Angeles Galaxy,1.51,5,6.54,0,2021,5/2/2021
Nashville SC,0,0,Miami FC,2.25,3.69,4.82,0,2021,5/2/2021
CF MontrŽal,0,0,Columbus Crew,3.1,3.72,2.27,0,2021,5/2/2021
Real Salt Lake,1,2,San Jose Earthquakes,2.08,3.9,3.6,0,2021,5/7/2021
Orlando City,1,1,New York City,2.38,3.85,3.48,0,2021,5/8/2021
Los Angeles Galaxy,2,1,Los Angeles FC,4.1,4.41,2.05,0,2021,5/8/2021
Colorado Rapids,3,2,Minnesota United,1.91,4.25,4.59,0,2021,5/8/2021
Chicago Fire,0,2,Philadelphia Union,2.36,3.74,3.2,0,2021,5/8/2021
New York Red Bulls,2,0,Toronto FC,2.05,3.82,3.9,0,2021,5/8/2021
Columbus Crew,3,1,DC United,1.76,4.2,5.5,0,2021,5/8/2021
Nashville SC,2,0,New England Revolution,2.38,3.5,3.4,0,2021,5/8/2021
