NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
Christiaan Bezuidenhout,29,2022,2233289,957,24,80,19,1,0,70,291.6,62.4,66,1.754,64.7,3.538
Trey Mullinax,31,2022,2172365,1181,28,82,14,3,1,70.1,317.2,54.9,66.7,1.75,53.3,4.037
Emiliano Grillo,31,2022,2094647,948,28,84,15,2,0,70.1,305.6,64.1,67.9,1.756,42.9,4.048
Matt Kuchar,45,2022,2051300,764,20,71,15,3,0,69.8,287.9,63.5,63.9,1.744,64.9,3.732
Marc Leishman,40,2022,2015561,787,23,72,16,3,0,70.1,307.1,55.9,66.4,1.743,50.4,3.958
Gary Woodland,39,2022,1992732,601,23,69,11,5,0,70.6,309.9,56.8,66.1,1.805,48.4,3.362
Cam Davis,29,2022,1989011,895,25,82,18,5,0,70.1,308.5,55.7,65.3,1.74,54.8,4
Alex Noren,41,2022,1971531,710,22,64,15,3,0,70,299.8,56.2,65.7,1.765,59,3.594
Lucas Glover,44,2022,1941796,1014,28,93,19,2,0,70.8,297.5,67.5,68.3,1.79,41.7,3.71
Andrew Putnam,35,2022,1920393,989,30,94,18,2,0,70,284.8,64.5,66.5,1.765,57.9,3.543
Matt Jones,43,2022,1914560,653,20,61,10,2,0,70.3,306.5,54.2,65.6,1.756,51.3,3.787
Chez Reavie,42,2022,1908670,766,28,85,17,3,1,70.6,283.9,70.4,66.5,1.775,49.6,3.435
Troy Merritt,38,2022,1906304,777,26,91,20,2,0,70.3,292.2,64,63.3,1.739,49.7,3.659
Abraham Ancer,33,2022,1777504,510,18,58,13,3,0,70.2,297.1,70.5,66.9,1.745,48,3.845
Daniel Berger,30,2022,1769539,529,12,0,9,3,0,0,0,0,0,0,0,0
Taylor Moore,30,2022,1751237,748,28,84,17,4,0,70.2,302,61.8,68.3,1.762,48.2,4.012
Paul Casey,46,2022,1740282,310,7,0,6,1,0,0,0,0,0,0,0,0
Lanto Griffin,35,2022,1717566,592,23,78,16,4,0,70.5,301.6,58.3,65.5,1.745,47.6,3.846
Beau Hossler,29,2022,1716430,593,23,70,13,2,0,71.1,309.3,52.1,63.5,1.756,49.1,3.471
Hudson Swafford,36,2022,1714926,640,21,64,11,1,1,70.8,307.4,60.8,66.8,1.759,52.4,4.031
Joel Dahmen,36,2022,1712942,524,26,85,18,3,0,70.4,292.1,67.9,67.9,1.768,46.5,3.835
Russell Knox,38,2022,1683424,514,28,89,17,2,0,70.2,293.7,66.9,71.4,1.795,40.5,3.382
Brendon Todd,38,2022,1659052,607,25,83,17,2,0,70,279,69.3,65,1.751,52.9,3.759
John Huh,33,2022,1631948,612,26,74,14,2,0,70,292,66.4,66.8,1.734,54.4,3.973
Alex Smalley,27,2022,1631567,701,30,93,17,3,0,70.1,306.5,60.4,68.3,1.775,51.8,3.71
Wyndham Clark,30,2022,1544055,662,30,97,21,3,0,70.3,319,52.6,65.2,1.769,55.5,3.732
Matt NeSmith,30,2022,1539142,576,28,92,19,2,0,70.5,298,63.7,68.5,1.787,43.8,3.598
Matthew Wolff,24,2022,1485181,572,16,47,9,2,0,71.3,318.4,50,62.2,1.745,44.6,3.809
Brandon Wu,27,2022,1472515,586,26,74,11,4,0,70.3,295.3,62.1,69.2,1.765,48.9,3.743
Justin Rose,43,2022,1426994,458,18,54,12,2,0,70.3,299.5,61,64.9,1.723,46.3,3.907
Lee Hodges,28,2022,1377251,637,29,93,18,2,0,70.2,300.3,61.7,69.1,1.791,44.2,3.559
Adam Long,36,2022,1364131,564,28,88,17,0,0,70,291.6,64.7,67.2,1.755,54.7,3.625
Kevin Streelman,45,2022,1354092,509,27,88,16,2,0,70.2,295.8,69.5,66.5,1.775,52.7,3.534
Doug Ghim,27,2022,1347458,385,29,84,15,1,0,70.7,295.6,64.2,66.5,1.796,50.5,3.286
Aaron Rai,29,2022,1346601,519,28,89,18,2,0,70.2,295.4,67.4,68.8,1.795,48.5,3.506
Adam Schenk,32,2022,1339523,542,32,90,14,3,0,71,304,56.3,64.4,1.782,39.4,3.422
Patrick Rodgers,31,2022,1327382,517,27,85,16,3,0,70.3,309.3,51,68.2,1.781,47.7,3.365
Brooks Koepka,33,2022,1317085,412,16,46,9,2,0,70.8,311.9,53.4,63.2,1.763,50,3.826
C.T. Pan,32,2022,1313259,473,24,82,16,2,0,70.5,296.7,62.3,66.5,1.762,59.7,3.671
Hayden Buckley,28,2022,1303036,474,30,91,16,2,0,70.4,300.1,67.5,69.5,1.79,48.8,3.571
Stephan Jaeger,34,2022,1289503,518,31,85,14,2,0,70.4,293,57,63.5,1.735,51,3.741
Peter Malnati,36,2022,1288197,501,31,103,20,2,0,70.4,297.1,55.2,64.3,1.727,50,3.932
Chad Ramey,31,2022,1281224,568,28,73,11,2,1,70.7,288.9,64.9,65.9,1.755,44,3.836
David Lipsky,35,2022,1269468,543,29,88,16,3,0,70.3,295.2,65.2,68.1,1.759,49.6,3.648
Danny Lee,33,2022,1265934,490,22,52,7,3,0,70.9,297.8,55.4,61.9,1.725,49.1,3.904
Sam Ryder,34,2022,1257416,439,30,88,15,3,0,70.5,294,59.7,65.7,1.746,42.1,3.739
Adam Svensson,30,2022,1209000,511,31,100,20,3,0,70.2,293.4,64.1,67.4,1.745,47.7,4.04
Chesson Hadley,36,2022,1195172,404,29,80,13,4,0,70.7,301.8,55.4,65.3,1.764,51.6,3.725
Dylan Frittelli,33,2022,1194625,554,28,93,18,1,0,70.7,304.1,50.5,64.6,1.767,46.2,3.559
James Hahn,42,2022,1183254,418,26,71,12,3,0,70.3,302.8,61.5,65.8,1.772,52.7,3.394
Mark Hubbard,34,2022,1179782,508,22,68,15,2,0,69.5,288.3,62.8,68.3,1.742,53.8,3.75
Ryan Palmer,47,2022,1167801,545,22,67,12,1,0,70.6,305.6,56.8,66.7,1.794,49.5,3.522
Michael Thompson,38,2022,1148272,487,26,84,17,2,0,70.3,287.9,65.9,64.1,1.737,61.7,3.762
Robert Streb,36,2022,1120076,413,30,83,13,3,0,70.4,300.4,59.6,64.3,1.777,48.4,3.313
Jhonattan Vegas,39,2022,1097633,428,22,77,16,1,0,70.2,315.7,55.4,68.1,1.766,48.2,3.688
Martin Laird,41,2022,1094313,442,22,66,14,1,0,70.3,298,68.2,68.8,1.797,50,3.439
Carlos Ortiz,32,2022,1087463,414,20,61,10,1,0,70.8,303.4,56.9,63.4,1.728,41.7,3.77
Jason Day,36,2022,1086460,385,19,57,11,2,0,70.3,301.6,61.2,64.7,1.738,47.1,3.912
Rickie Fowler,35,2022,1072929,340,22,71,13,1,0,71,309.4,57.9,62.2,1.769,49.6,3.451
Pat Perez,48,2022,1071981,345,19,62,12,2,0,70.5,287.2,59.1,64.2,1.743,56,3.774
Webb Simpson,38,2022,1041955,346,20,59,12,1,0,70.2,300.6,64.6,64.6,1.735,52.9,3.78
Vince Whaley,29,2022,1039817,438,29,85,16,2,0,70.1,302,51.6,63.8,1.706,51.2,4.141
Callum Tarren,33,2022,1034362,405,26,69,11,3,0,70.4,312.4,51.8,66.9,1.77,46.6,3.739
Scott Piercy,45,2022,1030752,410,28,77,13,1,0,70.5,295.8,56.7,62.6,1.738,50,3.675
Stewart Cink,50,2022,1026158,376,25,77,13,2,0,70.7,306.2,59.8,68.3,1.772,51,3.662
Charles Howell III,44,2022,1026002,400,16,54,11,1,0,69.7,304.1,61.8,71,1.758,60,4.185
Nick Watney,42,2022,1012572,387,30,76,10,1,0,71.7,301.2,53.7,66.8,1.806,46.6,3.263
Max McGreevy,28,2022,999625,404,28,72,9,2,0,71,289.8,63.6,63.6,1.756,42.1,3.625
Patton Kizzire,38,2022,985293,351,29,90,17,1,0,70.5,303.7,55.9,65.6,1.767,51.9,3.722
Nate Lashley,41,2022,976895,427,25,76,13,1,0,70,295.2,63.6,67.7,1.733,45.1,4.039
Matthias Schwab,29,2022,955840,353,23,70,14,3,0,70.2,293.8,59.4,68.7,1.771,58.3,3.657
Cameron Champ,28,2022,940458,288,19,56,8,2,0,71.3,321.4,57.8,67.2,1.793,39.3,3.732
Erik van Rooyen,34,2022,927524,269,17,48,9,1,0,71,299.4,61.4,65,1.763,36.7,3.625
Kevin Tway,35,2022,927182,361,30,77,11,1,0,70.8,310.2,50.8,64.8,1.772,55.2,3.403
Matt Wallace,33,2022,918351,316,21,56,8,2,0,71,303.7,59,66,1.792,45.7,3.571
Danny Willett,36,2022,914293,304,21,62,11,1,0,70.9,297.2,61.5,64.5,1.792,50.7,3.468
Tyler Duncan,34,2022,890879,436,27,82,15,0,0,69.9,295.1,68.9,67.7,1.754,51,3.817
Greyson Sigg,29,2022,884085,415,30,90,18,1,0,70.2,294.9,62.9,68.1,1.765,47.3,3.667
Kramer Hickok,31,2022,881229,328,31,91,14,1,0,70.7,294.5,65.8,65.9,1.785,54.3,3.374
Doc Redman,26,2022,849809,304,28,79,13,1,0,70.7,294.8,60.2,67.3,1.777,47.3,3.608
Harry Higgs,32,2022,834333,272,30,80,13,1,0,71.2,301.8,55.5,61.4,1.775,50,3.15
Nick Taylor,35,2022,832637,334,28,88,16,0,0,70.7,296.1,58.3,65.2,1.773,52.3,3.489
Nick Hardy,28,2022,820728,288,21,59,11,1,0,70.3,305.7,57.7,68.7,1.759,44.6,3.797
Francesco Molinari,41,2022,816460,272,17,53,10,1,0,71,295.4,61.2,63.4,1.762,51.3,3.717
Ryan Brehm,37,2022,806039,359,17,0,5,1,1,0,0,0,0,0,0,0
Austin Smotherman,29,2022,770827,315,25,77,16,1,0,70.5,304.6,63.1,68.5,1.776,41.9,3.753
Martin Trainer,32,2022,726985,270,31,78,11,2,0,71.2,305.5,54.1,63.5,1.762,39.3,3.564
Brian Stuard,41,2022,705260,285,34,89,12,2,0,70.8,277.4,71.3,65,1.777,45,3.292
Justin Lower,34,2022,700545,311,24,72,14,2,0,70.4,294.2,60.3,67.4,1.749,44,3.875
Kelly Kraft,35,2022,680946,289,27,69,11,0,0,70.6,289.3,66.6,63.4,1.744,46,3.681
Garrick Higgo,24,2022,667305,229,22,58,8,1,0,72,305,57,63.8,1.785,36.7,3.552
Michael Gligic,34,2022,652204,283,24,71,15,1,0,70.5,301.2,59.4,67.3,1.77,49.1,3.69
Rory Sabbatini,47,2022,628043,244,18,55,10,1,0,70.1,290,61.3,63.9,1.736,49,3.818
Henrik Norlander,36,2022,613966,235,27,72,12,1,0,70.7,291,62.3,68.1,1.788,51.6,3.361
Zach Johnson,48,2022,610693,246,23,64,10,0,0,70.9,287.1,63.6,64.6,1.763,55.9,3.422
Bubba Watson,45,2022,610649,199,9,0,5,1,0,0,0,0,0,0,0,0
Hank Lebioda,30,2022,588984,241,29,80,13,0,0,70.5,294.2,62.1,65.6,1.776,45.1,3.65
Brice Garnett,40,2022,579670,228,29,77,12,1,0,70.6,293.7,67.3,67.2,1.8,49.1,3.468
Cameron Percy,49,2022,576053,240,17,44,8,3,0,70.2,292.3,61.4,66.8,1.756,55.6,3.795
Jonathan Byrd,46,2022,558025,223,20,57,10,1,0,70.4,292.9,61.3,66.2,1.778,52.4,3.491
Charley Hoffman,47,2022,554475,207,25,69,13,1,0,70.9,309.6,50.3,65.2,1.772,50,3.71
Austin Cook,33,2022,552226,213,25,69,12,0,0,70.8,285.5,67,64,1.765,50.5,3.478
Ian Poulter,48,2022,537169,179,16,44,9,0,0,70.9,295.6,62.1,62.2,1.771,54.7,3.614
Bryson DeChambeau,30,2022,519928,134,8,0,4,1,0,0,0,0,0,0,0,0
Andrew Novak,28,2022,513881,233,26,76,12,0,0,70.6,297.1,56.3,65.1,1.781,48.5,3.592
Andrew Landry,36,2022,498700,191,15,0,2,2,0,0,0,0,0,0,0,0
Ben Martin,36,2022,491882,197,16,0,7,1,0,0,0,0,0,0,0,0
Bill Haas,41,2022,466497,194,31,90,17,0,0,70.5,300.5,55.8,64.7,1.787,54.3,3.422
Satoshi Kodaira,34,2022,443970,197,17,51,9,0,0,70.3,286.5,71.9,67,1.748,47.5,3.863
Paul Barjon,31,2022,436732,168,26,71,11,1,0,71,309.4,58.8,65.5,1.765,36.4,3.676
Ryan Armour,48,2022,412318,186,19,50,8,0,0,70.5,286.3,74,67.6,1.793,64,3.2
William McGirt,44,2022,412275,144,17,0,7,1,0,0,0,0,0,0,0,0
Luke Donald,46,2022,410042,170,22,67,11,0,0,70.5,286.5,57,65.2,1.752,57.4,3.657
Joseph Bramlett,35,2022,409468,162,29,81,14,0,0,70.9,318.3,52.4,68.9,1.805,36.9,3.667
Roger Sloan,36,2022,388678,151,29,73,9,0,0,71.1,296.2,58,63.5,1.749,40.5,3.781
Dylan Wu,27,2022,382717,175,25,67,10,1,0,71,296.5,58.9,66.6,1.801,40.9,3.343
Seth Reeves,33,2022,376574,152,26,67,9,1,0,71.1,309.4,59.9,66.3,1.755,40.2,3.866
Sung Kang,36,2022,359397,163,31,80,12,0,0,71,293.9,60.9,66,1.767,55.7,3.775
Vaughn Taylor,48,2022,358473,158,20,53,10,1,0,70.2,284.7,68.1,66.6,1.769,56.1,3.774
Richy Werenski,32,2022,354791,163,26,63,8,0,0,71.6,294.9,56.1,62.8,1.751,42,3.651
Brandt Snedeker,43,2022,352198,141,22,59,8,0,0,71.1,287.1,62.1,66.2,1.795,47,3.356
Scott Gutschewski,47,2022,351321,158,23,56,7,1,0,70.7,296.9,58.8,68.5,1.778,50,3.518
Sean O'Hair,41,2022,345547,146,13,0,6,1,0,0,0,0,0,0,0,0
Chase Seiffert,32,2022,343305,173,19,51,9,0,0,70.8,289.7,63.4,66,1.802,46.6,3.392
Curtis Thompson,31,2022,338509,136,27,64,8,1,0,71.1,309.2,53.3,63.1,1.784,50,3.453
Kevin Chappell,37,2022,332336,139,20,55,10,0,0,71.1,310.1,51.8,66.5,1.755,43.2,3.8
Camilo Villegas,42,2022,318554,127,26,69,11,0,0,71.2,290.9,58.2,65.6,1.761,42.9,3.478
Ben Kohles,34,2022,309955,146,24,63,10,0,0,70.7,287.3,60.7,67.5,1.742,42.4,3.857
Jim Knous,--,2022,307059,125,19,51,9,0,0,70.9,299,55.7,63.2,1.767,45.6,3.784
Tyler McCumber,--,2022,307005,113,11,0,2,1,0,0,0,0,0,0,0,0
Harris English,34,2022,305923,91,12,0,5,0,0,0,0,0,0,0,0,0
Kiradech Aphibarnrat,34,2022,299174,122,19,53,9,0,0,70.9,293,65.4,63.9,1.746,52.7,3.642
S.Y. Noh,32,2022,291033,128,22,63,13,0,0,70.7,299.2,50.3,67.1,1.76,52.1,3.873
Ryan Moore,41,2022,282801,130,16,0,8,0,0,0,0,0,0,0,0,0
Brandon Hagy,32,2022,261376,106,31,78,11,0,0,71.4,317.9,48.2,62.5,1.786,52,3.718
Tommy Gainey,48,2022,252536,105,15,0,3,1,0,0,0,0,0,0,0,0
David Skinns,42,2022,243143,94,23,66,10,0,0,71.1,301.8,51.1,64.1,1.746,48.4,3.773
Scott Brown,40,2022,238839,111,14,0,7,0,0,0,0,0,0,0,0,0
David Lingmerth,36,2022,229256,80,14,0,9,0,0,0,0,0,0,0,0,0
Grayson Murray,30,2022,218304,70,12,0,4,0,0,0,0,0,0,0,0,0
Bo Hoag,35,2022,215072,98,20,49,7,0,0,71.4,294.9,60.1,65.4,1.797,39.7,3.204
Wesley Bryan,33,2022,214572,90,19,49,7,0,0,71.4,297.2,51.8,61,1.753,58.2,3.449
Jimmy Walker,45,2022,210827,83,14,0,6,0,0,0,0,0,0,0,0,0
Brian Gay,52,2022,203278,90,18,0,4,0,0,0,0,0,0,0,0,0
Jim Herman,46,2022,202105,76,19,51,7,1,0,71.1,291.8,68.3,67.6,1.815,42.3,3.216
Aaron Baddeley,43,2022,199830,96,13,0,6,0,0,0,0,0,0,0,0,0
Bronson Burgoon,36,2022,192026,80,13,0,5,0,0,0,0,0,0,0,0,0
Jared Wolfe,35,2022,189112,81,23,59,7,0,0,70.8,309.6,55.7,68.6,1.809,44.9,3.492
Kyle Stanley,36,2022,188048,80,18,0,4,0,0,0,0,0,0,0,0,0
Robert Garrigus,46,2022,185879,79,14,0,5,0,0,0,0,0,0,0,0,0
Dawie van der Walt,41,2022,184972,78,25,62,7,0,0,71.5,298.2,59.5,63.8,1.785,30.3,3.565
Henrik Stenson,47,2022,184439,78,13,0,3,0,0,0,0,0,0,0,0,0
Michael Kim,30,2022,183150,84,5,0,2,1,0,0,0,0,0,0,0,0
Bo Van Pelt,48,2022,161157,69,16,0,6,0,0,0,0,0,0,0,0,0
Peter Uihlein,34,2022,142276,62,15,0,7,0,0,0,0,0,0,0,0,0
Phil Mickelson,53,2022,140608,44,6,0,2,0,0,0,0,0,0,0,0,0
Jonas Blixt,39,2022,135079,50,21,50,5,0,0,72,296.6,58.8,58.8,1.762,43.9,3.32
Brett Drewitt,33,2022,121307,42,23,58,7,0,0,71.5,295.9,56.4,64.7,1.8,45.7,3.259
Jason Dufner,46,2022,118175,59,22,50,6,0,0,71.8,292.1,59.4,64.1,1.787,42.5,3.38
Joshua Creel,34,2022,115976,48,22,47,4,0,0,71.8,284.6,63.6,60.4,1.781,56.1,3.191
Mark Hensby,51,2022,97356,40,5,0,1,1,0,0,0,0,0,0,0,0
Chris Stroud,42,2022,95402,44,12,0,4,0,0,0,0,0,0,0,0,0
Ricky Barnes,43,2022,83169,39,11,0,4,0,0,0,0,0,0,0,0,0
David Hearn,44,2022,66239,28,12,0,4,0,0,0,0,0,0,0,0,0
Greg Chalmers,50,2022,62549,32,10,0,4,0,0,0,0,0,0,0,0,0
Ryan Blaum,40,2022,48910,27,2,0,1,0,0,0,0,0,0,0,0,0
D.A. Points,47,2022,45522,13,11,0,4,0,0,0,0,0,0,0,0,0
Tiger Woods,48,2022,43500,11,3,0,1,0,0,0,0,0,0,0,0,0
J.J. Henry,48,2022,41727,9,8,0,3,0,0,0,0,0,0,0,0,0
Ben Crane,48,2022,40658,10,10,0,3,0,0,0,0,0,0,0,0,0
Fabián Gómez,45,2022,40401,20,8,0,3,0,0,0,0,0,0,0,0,0
Padraig Harrington,52,2022,37464,12,6,0,1,0,0,0,0,0,0,0,0,0
D.J. Trahan,43,2022,35292,11,10,0,3,0,0,0,0,0,0,0,0,0
Johnson Wagner,43,2022,35205,12,6,0,2,0,0,0,0,0,0,0,0,0
Jim Furyk,53,2022,27375,12,3,0,1,0,0,0,0,0,0,0,0,0
Derek Ernst,33,2022,25057,9,7,0,2,0,0,0,0,0,0,0,0,0
Sangmoon Bae,37,2022,23357,9,8,0,2,0,0,0,0,0,0,0,0,0
Arjun Atwal,50,2022,21150,5,7,0,2,0,0,0,0,0,0,0,0,0
John Merrick,41,2022,19502,4,9,0,2,0,0,0,0,0,0,0,0,0
Morgan Hoffmann,34,2022,17513,3,3,0,2,0,0,0,0,0,0,0,0,0
Paul Goydos,59,2022,16800,5,1,0,1,0,0,0,0,0,0,0,0,0
George McNeill,48,2022,16800,5,5,0,1,0,0,0,0,0,0,0,0,0
Ryuji Imada,47,2022,16318,2,4,0,1,0,0,0,0,0,0,0,0,0
Jay Haas,70,2022,16185,3,1,0,0,0,0,0,0,0,0,0,0,0
Richard S. Johnson,47,2022,15725,5,8,0,2,0,0,0,0,0,0,0,0,0
Davis Love III,59,2022,15048,3,7,0,1,0,0,0,0,0,0,0,0,0
Omar Uresti,55,2022,14910,4,5,0,1,0,0,0,0,0,0,0,0,0
John Senden,52,2022,13650,3,3,0,1,0,0,0,0,0,0,0,0,0
Brian Davis,49,2022,8177,3,7,0,1,0,0,0,0,0,0,0,0,0
Kevin Stadler,44,2022,7955,2,11,0,1,0,0,0,0,0,0,0,0,0
Matt Every,40,2022,7659,2,8,0,1,0,0,0,0,0,0,0,0,0
Jon Rahm,29,2021,7705933,-20,22,77,21,15,1,69,309,63.7,71.9,1.733,55.6,4.506
Patrick Cantlay,32,2021,7638805,-21,24,78,20,7,4,69.4,302.8,60.7,70.2,1.746,59.4,4.295
Bryson DeChambeau,30,2021,7426415,-13,22,80,20,9,2,69.6,323.7,54.2,67.2,1.74,49.1,4.5
Collin Morikawa,27,2021,7059908,2188,23,78,20,8,2,69.7,295.2,69.6,70.8,1.73,53.9,4.231
Justin Thomas,30,2021,6537153,-15,23,84,21,7,1,69.5,303.9,55.7,67.8,1.711,56.1,4.31
Jordan Spieth,30,2021,6470482,-4,25,88,21,9,1,69.9,299.5,53.9,64.6,1.708,55.9,4.295
Louis Oosthuizen,41,2021,6306679,-7,21,74,20,8,0,69.7,297.8,63.5,67.6,1.747,59.1,3.865
Harris English,34,2021,6200481,-6,26,92,22,8,2,69.6,299.4,64.3,65.8,1.718,52.9,4.261
Cameron Smith,30,2021,5851867,-7,24,82,21,8,1,69.5,297.9,59.2,65.7,1.689,63.2,4.476
Abraham Ancer,33,2021,5816565,-10,27,98,24,9,1,69.5,290.4,71.1,69.3,1.732,50.8,4.204
Tony Finau,34,2021,5740097,-8,27,90,22,8,1,69.8,305.5,56.3,67.1,1.722,55.3,4.156
Xander Schauffele,30,2021,5240653,-14,22,76,20,8,0,69.7,307.6,58.8,68.6,1.728,64.7,4.276
Brooks Koepka,33,2021,5204136,1793,20,66,13,8,1,69.7,310.7,56.6,68,1.731,65.4,4.212
Sam Burns,27,2021,5160030,-6,26,84,19,8,1,69.6,305.3,58.9,67.8,1.71,51.8,4.429
Jason Kokrak,38,2021,5118629,-8,27,88,21,5,2,70,307.9,60.2,69.2,1.745,52.2,4.284
Viktor Hovland,26,2021,5048772,-14,24,83,22,7,1,69.8,302.2,63.9,68.6,1.743,51,4.398
Dustin Johnson,39,2021,5001136,-11,21,72,17,9,1,69.6,312.9,57.9,66.7,1.72,55.6,4.25
Hideki Matsuyama,32,2021,4963594,1681,27,93,22,3,1,70.2,299.9,62.2,67,1.745,48.5,4.065
Scottie Scheffler,27,2021,4505589,-3,29,98,24,8,0,69.8,305,63.5,68.1,1.719,48,4.388
Rory McIlroy,34,2021,4391809,-7,21,74,18,7,1,70.1,319.3,57.4,65.8,1.727,53,4.514
Daniel Berger,30,2021,4258579,-8,23,84,21,8,1,69.3,296.7,65.5,70.5,1.741,54.9,4.226
Sungjae Im,25,2021,4157182,-4,35,122,30,5,0,69.8,297.1,69.1,69.1,1.746,51.5,4.082
Billy Horschel,37,2021,4030906,-10,25,86,22,6,1,70.5,294.7,65.7,66.5,1.757,51.9,3.686
Patrick Reed,33,2021,4019044,-2,23,78,18,6,1,70.1,291.4,63.2,62.1,1.71,61.7,4
Corey Conners,32,2021,4007567,-3,29,104,25,8,0,69.9,295.4,70.2,69.9,1.746,46.7,3.99
Joaquin Niemann,25,2021,3936912,4,27,102,26,5,0,69.7,310.6,59.2,68.6,1.74,51,4.137
Kevin Na,40,2021,3625982,-16,26,87,20,5,1,69.9,288.5,66.6,64.1,1.739,59.6,4
Stewart Cink,50,2021,3596319,1656,26,90,19,3,2,70.1,306.6,56.4,69.4,1.76,56.9,3.933
Will Zalatoris,27,2021,3487352,0,25,87,21,8,0,69.9,307.4,56.4,69.5,1.777,48.1,3.816
Max Homa,33,2021,3448578,1269,28,86,19,5,1,70.6,300.8,58.4,63.9,1.728,52.4,3.93
Lee Westwood,50,2021,3435368,1070,19,62,14,2,0,71.2,294.1,62.9,64.8,1.775,45.9,3.484
Si Woo Kim,28,2021,3245928,1293,31,94,20,5,1,70.4,296.3,62.7,65.8,1.755,46.5,3.894
Brian Harman,37,2021,3221821,1168,28,100,24,5,0,69.8,291.7,66.9,64.3,1.729,59.1,3.91
Paul Casey,46,2021,3129666,1005,20,72,18,7,0,70.1,303.9,62.2,68.8,1.771,47.2,3.903
Marc Leishman,40,2021,3107047,1167,24,76,18,4,1,70.9,293.8,58.5,65.7,1.771,60,3.553
K.H. Lee,32,2021,3085133,1339,33,106,22,3,1,70.7,298.4,63.1,64.3,1.756,54,3.642
Charley Hoffman,47,2021,3049763,1338,29,99,24,5,0,70,306.5,57.1,67.8,1.736,47.3,4.202
Sergio Garcia,44,2021,2998555,-7,24,74,15,4,1,69.9,309.4,61.2,70,1.773,49.6,3.959
Kevin Kisner,40,2021,2952177,1214,26,78,17,4,1,70.7,289.1,67.6,65,1.747,48.7,3.718
Webb Simpson,38,2021,2783012,1195,21,74,18,6,0,69.2,292.5,67.1,69.4,1.734,61.7,4.338
Cam Davis,29,2021,2746956,1237,26,94,21,3,1,70.3,309,56.1,65.3,1.738,49,4.17
Phil Mickelson,53,2021,2707199,805,23,74,14,1,1,71.9,301.8,54.5,63,1.787,47.7,3.716
Carlos Ortiz,32,2021,2682104,1090,28,92,20,3,1,70.2,303,60.4,67,1.739,43.4,3.891
Shane Lowry,36,2021,2636597,1103,21,76,19,4,0,70.6,299.6,59.9,68.3,1.766,48,3.908
Lucas Glover,44,2021,2577704,1102,30,96,20,4,1,70.6,294.9,64.1,66.7,1.766,51.8,3.833
Keegan Bradley,37,2021,2572089,1206,27,86,18,4,0,70.2,300.2,65,70,1.783,50,3.767
Russell Henley,34,2021,2545330,978,25,84,19,5,0,69.6,289.8,67.1,69.4,1.764,59.3,3.726
Matthew Wolff,24,2021,2507324,772,20,55,13,2,0,70.9,315.9,51,64.9,1.754,46.6,3.836
Matt Jones,43,2021,2496677,1091,30,102,23,3,1,70.4,304,55.6,65.7,1.759,52.8,3.676
Cameron Tringale,36,2021,2428609,1165,27,92,21,4,0,69.8,297.5,61.2,67.6,1.729,57.6,4.109
Talor Gooch,32,2021,2291437,840,28,90,21,3,0,70.1,299.1,60.2,65.8,1.765,53.1,3.8
Ryan Palmer,47,2021,2276042,834,23,74,18,4,0,70.2,304.6,60,65.5,1.74,50,4.081
Charl Schwartzel,39,2021,2264460,1045,27,86,18,3,0,70.9,303,57.8,66.9,1.79,50.7,3.64
Matt Fitzpatrick,29,2021,2252351,748,20,66,15,5,0,70.6,293.5,68.4,64.4,1.749,50,3.924
Branden Grace,35,2021,2222244,981,27,81,18,4,1,70.6,293.8,55.5,64.5,1.748,46.8,3.778
Erik van Rooyen,34,2021,2211281,-3,27,73,16,5,1,70.6,305.3,61.1,64.4,1.743,54,3.904
Aaron Wise,27,2021,2207563,1082,24,80,17,3,0,70.2,300.6,60,70.3,1.773,49.1,4.113
Chris Kirk,38,2021,2176116,912,26,86,19,4,0,70,291.9,63.4,68.3,1.754,56.2,3.721
Kevin Streelman,45,2021,2162402,878,30,96,22,4,0,70.1,295.6,66.3,69.2,1.747,43.9,3.969
Cameron Champ,28,2021,2154103,974,26,75,14,2,1,71.4,317.1,58.9,66,1.781,29.1,3.907
Patton Kizzire,38,2021,2102294,904,29,102,22,5,0,69.8,300.9,58,67.8,1.707,50.7,4.225
Emiliano Grillo,31,2021,2100336,961,30,96,20,4,0,69.8,298.2,64.8,71.5,1.756,46.4,4.104
Sebastián Muñoz,31,2021,2097446,999,32,102,21,4,0,70.5,297.5,63,66.7,1.747,54.3,4.088
Alex Noren,41,2021,2085051,1327,25,82,18,3,0,70.6,297.9,58.3,63.2,1.734,56.8,3.756
Jhonattan Vegas,39,2021,2069765,924,26,88,20,4,0,70.1,312.1,56.9,68.8,1.768,50.4,4.068
Maverick McNealy,28,2021,2055002,967,26,78,17,2,0,70.2,298.7,60.5,66.5,1.746,54.2,3.987
Harold Varner III,33,2021,2013461,1162,29,90,20,1,0,70.3,300.7,59.9,67.8,1.766,52.4,3.756
Tyrrell Hatton,32,2021,2010279,739,19,56,13,4,0,70.4,299,63,63.9,1.73,58.7,3.911
Bubba Watson,45,2021,1873381,685,22,69,17,5,0,71,304.6,59.9,68,1.808,39.8,3.594
Mackenzie Hughes,33,2021,1845824,867,28,90,19,4,0,70.7,293.5,58.1,64.4,1.752,43.8,3.656
Harry Higgs,32,2021,1829267,868,28,80,14,2,0,70.6,298.9,57.3,63.7,1.709,50.7,4.063
